"X","Country","Code","Indicator","Icode","X2015","X2016","X2017","X2018","X2019","X2020"
4700,"Qatar",453,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",59271428571,63475274725,62192582418,65810989011,66769780220,59064560440
4702,"Qatar",453,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",92291208791,72484340659,85204395604,1.02561e+11,92046153846,70933241758
4704,"Qatar",453,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",13013736264,-9092582418,5957967033,16412362637,4117307692,-3154120879
4707,"Qatar",453,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",11459615385,10954120879,10924725275,11449450549,13959340659,15562087912
4714,"Qatar",453,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",309340659.3,3794505495,771428571.4,3494505495,359065934.1,7265659341
4715,"Qatar",453,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-5503030191,-5634529921,-17876652722,15856017138,9379905835,512360929.8
4716,"Qatar",453,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",7311263736,-1078296703,-3657692308,-7814560440,289285714.3,-7960164835
4721,"Qatar",453,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",13013736264,-9092582418,5957967033,16412362637,4117307692,-3154120879
4722,"Qatar",453,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",7413186813,7607142857,10234615385,10060164835,10662362637,11276098901
4724,"Romania",968,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",73553176023,78600503407,89179888822,1.01105e+11,1.00901e+11,93024309667
4725,"Romania",968,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",74997559739,80546636575,94483532727,1.09263e+11,1.11184e+11,1.03899e+11
4726,"Romania",968,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-3592655520,-1286788580,-1742616403,-1948762501,-1510904633,4037530916
4732,"Romania",968,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",2102077236,2216722472,2757430666,3457996982,4061041412,3048512136
4738,"Romania",968,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",5977137616,6375665232,7266827094,8153284691,8918291929,7719188088
4739,"Romania",968,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",3887995437,1385496807,1804308256,1895390746,1344281683,-3762930565
4742,"Romania",968,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",2939542583,1724596508,-4018735459,-8207634376,-8998465666,-7745986070
4750,"Romania",968,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",2939793795,1724613786,-4018977032,-8207854066,-8998711927,-7746213632
4753,"Romania",968,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-834943650.4,2486366316,338569547.1,-935789844.6,-289753216.2,6479515766
4755,"Russian Federation",922,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",3.93035e+11,3.32353e+11,4.10483e+11,5.08561e+11,4.81686e+11,3.8149e+11
4756,"Russian Federation",922,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2.81789e+11,2.66097e+11,3.27248e+11,3.43585e+11,3.52358e+11,3.04837e+11
4758,"Russian Federation",922,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",1701961898,8241570443,22627687780,38197497830,66484094124,-13754079216
4771,"Russian Federation",922,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",16640020000,17143540000,19813930000,22104230000,20660320000,15944400000
4772,"Russian Federation",922,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",12073670000,11837650000,14492010000,15298260000,15269680000,12073360000
4773,"Russian Federation",922,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",3652670000,19857380000,-1673440000,18534820000,1677700000,15560640000
4775,"Russian Federation",922,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-4816100000,-13856080000,-7752980000,-12703030000,-4762130000,-11267240000
4784,"Russian Federation",922,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",67468040000,23704680000,31986370000,1.14576e+11,65362800000,35278970000
4785,"Russian Federation",922,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",67468040000,23704680000,31986370000,1.14576e+11,65362800000,35278970000
4794,"Rwanda",714,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2938738012,3056245184,3070592531,3341377477,3737157738,3577564318
4799,"Rwanda",714,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-783771485.9,-1140822365,-685656162.5,-730295362.1,-970639574.4,-915007975.2
4802,"Rwanda",714,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1449025170,1516645919,1903903239,2043256454,2254674809,1928961923
4808,"Rwanda",714,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-31174427.93,77220995.56,157345251.7,95516154.58,111777358.6,327937677.3
4812,"Rwanda",714,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",242169784.8,688566149.8,446812908.4,527104464.6,619904338.6,929558011.5
4814,"Rwanda",714,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-783771485.9,-1140822365,-685656162.5,-730295362.1,-970639574.4,-915007975.2
4815,"Rwanda",714,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",103508476.6,98420414.34,141392276.2,184253937.8,212844248,106930769.5
4816,"Rwanda",714,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",440132318.1,443687094.7,465017976.9,491234174.6,451292595.7,286611380.6
4817,"Rwanda",714,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-239380781,-689705845.5,-447963845.5,-499106403.6,-649401341.7,-909079594.5
4825,"Samoa",862,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",31355841.52,-7587754.755,32839675.64,54893802.04,55221199.74,27460646.98
4831,"Samoa",862,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",46335483.17,-19262985.85,26425578.21,39810686.14,-18988575.21,85725427.1
4833,"Samoa",862,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",31355841.52,-7587754.755,32839675.64,54893802.04,55221199.74,27460646.98
4838,"Samoa",862,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",31762970.94,32174735.2,30561057.54,41033273.99,38528707.3,30171799.68
4840,"Samoa",862,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",7928697.783,7334838.976,17488400.42,14520464.79,19743575.89,5925412.283
4845,"Samoa",862,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",231414415.5,248249692.3,278392003.2,301045362.3,336781581.6,116519130.1
4846,"Samoa",862,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",371598400,400058363.5,410182052.4,420509985.1,456706914.1,376790518.9
4847,"Samoa",862,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-929281.1784,-5534341.774,-2526697.629,-26606720.57,-16595288.64,4852564.22
4848,"Samoa",862,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",704542.6062,-1497747.735,5717297.332,12276316.76,11965125.15,-5449977.724
4858,"São Tomé and Príncipe, Dem. Rep. of",716,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-41377337.9,-35194616.06,-46387928.69,-48181732.68,-78866458.43,-42698669.61
4859,"São Tomé and Príncipe, Dem. Rep. of",716,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",366994.6057,285258.8549,754087.6572,36492.36,36492.87026,915014.3441
4860,"São Tomé and Príncipe, Dem. Rep. of",716,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",24522076.53,25160486.34,24350008.4,20645346.53,19253952.04,18634030.92
4863,"São Tomé and Príncipe, Dem. Rep. of",716,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",89983828.05,96563792.77,92153927.43,98232686.43,72593875.02,49337067.47
4864,"São Tomé and Príncipe, Dem. Rep. of",716,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",186038784.7,184836862.3,193186907.8,197132094.4,189629874.9,160096771.3
4867,"São Tomé and Príncipe, Dem. Rep. of",716,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-36593186.73,-31767635.01,-43437702.14,-45193178.53,-75168523.72,-40854129.07
4873,"São Tomé and Príncipe, Dem. Rep. of",716,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",22025466.18,12541419.61,11964949.1,-5030945.765,6233932.664,23998292.13
4874,"São Tomé and Príncipe, Dem. Rep. of",716,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-13328312.77,-14285135.13,-8541424.856,-39507873.95,-6233932.664,-23856574.05
4877,"São Tomé and Príncipe, Dem. Rep. of",716,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",9841447.802,-12515437.35,-3263753.318,-12872006.67,5053628.179,21641660.34
4884,"Saudi Arabia",456,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-57785976160,-24740139502,8615945197,69643123966,36496820030,-24658808436
4885,"Saudi Arabia",456,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",2688885867,10493946933,-331363733.3,11796316267,1682950133,10290559240
4886,"Saudi Arabia",456,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-2872390133,-10539701867,6665066933,-3275202133,2725126933,-5759935283
4889,"Saudi Arabia",456,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-1.15369e+11,-80348037688,-39919443390,392787039.7,3047230325,-46407549246
4892,"Saudi Arabia",456,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",2.1801e+11,2.0086e+11,2.39993e+11,3.14917e+11,2.8586e+11,1.82848e+11
4893,"Saudi Arabia",456,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2.47307e+11,1.9811e+11,2.01976e+11,2.09589e+11,2.18941e+11,1.82184e+11
4894,"Saudi Arabia",456,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",20096675973,16353324926,15799360306,15713753813,17674830237,14878746866
4895,"Saudi Arabia",456,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",2852648000,4382943738,4302010667,4507626667,4741034667,2022342206
4896,"Saudi Arabia",456,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-57785976160,-24740139502,8615945197,69643123966,36496820030,-24658808436
4905,"Senegal",722,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",701525530.4,681531848.1,809015481.8,935496828.1,954711504.4,802164396.6
4911,"Senegal",722,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-287018170.6,-459041043.6,-400045466,-666250894.9,-1627145383,-1671659131
4912,"Senegal",722,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-602152327.5,-433131906.7,-1141117399,-1774672581,-1528345879,-2421043926
4914,"Senegal",722,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",125366260.9,129400225.1,138284279.1,161717837.3,181408557.6,118259303.5
4919,"Senegal",722,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-602152327.5,-433131906.7,-1141117399,-1774672581,-1528345879,-2421043926
4922,"Senegal",722,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",175535869.3,-389040180.9,143948599.8,657114856.6,552318631.8,-62830387.45
4927,"Senegal",722,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",6288404327,6179704692,7499420153,8960095118,9169814210,9626651024
4928,"Senegal",722,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",4016951809,4093170632,4593278924,5287037761,5835648428,5062755656
4935,"Senegal",722,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",267349412.3,500425059.2,658813490.5,959021327.7,1817801298,1796524050
4936,"Serbia, Rep. of",942,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",187394364.3,-348912527,305022938.7,1352560006,2090475050,311882334.1
4946,"Serbia, Rep. of",942,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",17442839306,19235496824,21858742467,24966953883,26127205134,25499689164
4947,"Serbia, Rep. of",942,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",20677312927,21682770584,25293915561,29780212200,31286372739,30176920186
4949,"Serbia, Rep. of",942,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-1389246895,-1200806023,-2316962730,-2466450297,-3660301591,-2211305998
4951,"Serbia, Rep. of",942,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-1389246895,-1200806023,-2316962730,-2466450297,-3660301591,-2211305998
4952,"Serbia, Rep. of",942,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",1118315920,1148187947,1345192054,1437710054,1484828246,1145750037
4953,"Serbia, Rep. of",942,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1063448625,1066148132,1270965859,1505385888,1643382614,1385357864
4956,"Serbia, Rep. of",942,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",257926216.6,347761306.6,-226389085.3,-1506773769,-1296480198,-493263660.6
4958,"Serbia, Rep. of",942,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-222266186.8,-331264186.9,378737795.5,1664725216,1326761214,522409012.2
4970,"Seychelles",718,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-219329391.6,13159287.88,15396610.04,7990453.884,-14865164.31,-152383375.5
4973,"Seychelles",718,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",72562977.39,3913375.704,17763349.89,3084073.431,23308358.71,-27261859.67
4975,"Seychelles",718,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",207562823.5,203300528,234328670.9,181220766,161546368.8,109868394.6
4976,"Seychelles",718,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",170250763.3,181099283.6,217859944.4,214184116.8,217378756.1,140246032.3
4978,"Seychelles",718,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-219329391.6,13159287.88,15396610.04,7990453.884,-14865164.31,-152383375.5
4984,"Seychelles",718,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-44778836.72,-242861415.2,-97859864.62,54673326.31,-56609997.3,41478069.81
4985,"Seychelles",718,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",109107359.3,6306469.547,-532447892.8,-54139556.31,76140914.86,-43443989.54
4989,"Seychelles",718,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1297074705,1598353363,1864536078,2145360942,2084655874,1239725607
4990,"Seychelles",718,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",1420872754,1619402966,2045307361,2061851052,2024900257,1332167183
5006,"Sierra Leone",724,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",781558030.5,788175639.7,843859581.2,737943090.9,632404792.4,661505031.9
5008,"Sierra Leone",724,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2229509573,1422952583,1594303874,1593793579,1817978320,1385993406
5010,"Sierra Leone",724,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",43574384.91,17403547.63,15142722.95,17763310.19,11112484.86,6651544.929
5012,"Sierra Leone",724,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",168179408.6,133810753.7,152181763,151089118.5,170415455.4,110336765.1
5026,"Sierra Leone",724,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",113665970.9,184466121.9,187592896.4,103199679.8,175606420.3,406105893
5028,"Sierra Leone",724,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-113665970.9,-184466121.9,-187592896.4,-103199679.8,-175606420.3,-406105893
5036,"Sierra Leone",724,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-876109086.1,-129230397.5,-531936778.1,-631493994.1,-710756367.7,-235611747.3
5038,"Sierra Leone",724,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",35433395.72,-1080131.88,-2060671.93,-4204763.143,32529929.02,150740179.6
5042,"Sierra Leone",724,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-1307180914,-129230397.5,-531936778.1,-631493994.1,-710756367.7,-235611747.3
5063,"Singapore",576,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",5.49422e+11,5.25353e+11,5.88935e+11,6.6838e+11,6.61706e+11,6.34034e+11
5064,"Singapore",576,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",4.65345e+11,4.41743e+11,4.97447e+11,5.5719e+11,5.50594e+11,5.25324e+11
5065,"Singapore",576,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",47723601186,43508782320,50968372649,63014067626,64688385390,73672269567
5071,"Singapore",576,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",46622006437,41511889510,48612270761,61759435565,64232646504,65046234500
5072,"Singapore",576,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",57574236721,56699436271,62262179336,59230821507,60876804379,57315511962
5075,"Singapore",576,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-382812357.9,11455786369,-7262740554,9211829903,5424883475,11267978909
5076,"Singapore",576,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",12051424727,-17414182132,50352698372,15475055758,12138986799,-12862045431
5077,"Singapore",576,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",57574236721,56699436271,62262179336,59230821507,60876804379,57315511962
5081,"Singapore",576,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",1052610021,-1758543366,27443404087,12556027171,-8352055470,74830907977
5088,"Sint Maarten, Kingdom of the Netherlands",352,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",18145251.4,-26435754.19,46969495.3,91169722.38,-154992909.1,-240516662.3
5093,"Sint Maarten, Kingdom of the Netherlands",352,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1215687151,1164083799,962082537.8,801576504.8,1090733592,527044089.9
5094,"Sint Maarten, Kingdom of the Netherlands",352,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",1133251397,1130837989,1027044457,1220930674,1236774228,760824247
5096,"Sint Maarten, Kingdom of the Netherlands",352,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",3854748.603,14631284.92,20122905.03,11684646.6,3739753.732,-75236744.15
5098,"Sint Maarten, Kingdom of the Netherlands",352,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-3525139.665,-14592178.77,-19832402.23,-11309366.48,14788924.97,70057503.03
5106,"Sint Maarten, Kingdom of the Netherlands",352,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",4027932.961,27240223.46,-2558659.218,-39839117.32,-10260413.41,88966792.63
5107,"Sint Maarten, Kingdom of the Netherlands",352,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",18145251.4,-26435754.19,46969495.3,91169722.38,-154992909.1,-240516662.3
5108,"Sint Maarten, Kingdom of the Netherlands",352,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",29960893.85,34770949.72,42648044.69,40323043.21,57536420.17,30003263.51
5109,"Sint Maarten, Kingdom of the Netherlands",352,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",49726256.98,38162011.17,32581005.59,28798313.97,35493882.54,20268453.74
5117,"Slovak Rep.",936,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",78718984786,81191729087,88617444302,99915255212,96755336724,88214030669
5118,"Slovak Rep.",936,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",1451115261,-2430718546,-1829456962,4424014279,692924461.6,1276314310
5119,"Slovak Rep.",936,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-2543941644,2540911337,2108666508,-3681261597,-639892909.2,-1065702550
5132,"Slovak Rep.",936,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",79753327158,83028321397,90274774490,1.00763e+11,96858697753,90545983831
5133,"Slovak Rep.",936,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",1004833593,-889648297.1,-1740577757,-1302751507,-2784739556,1476698554
5135,"Slovak Rep.",936,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",335196446.6,-64055984.06,542596889.3,1683958148,1642026052,1488510754
5137,"Slovak Rep.",936,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",2330403447,2707977165,2981002450,3398274220,3487436875,3368079404
5138,"Slovak Rep.",936,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",2023640235,2238635494,2516092086,3064050981,3001706926,2715062019
5140,"Slovak Rep.",936,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",1004833578,-889649426.3,-1740574340,-1302749153,-2784739539,1476698736
5146,"Slovenia, Rep. of",961,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-807103425.1,-37212677.27,1629713863,682888060.1,686610850.5,447566555.3
5154,"Slovenia, Rep. of",961,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",364857829.9,-177875244.9,-1751741255,-435424736.6,-196204545,-54565946.66
5157,"Slovenia, Rep. of",961,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",2101380314,1804105157,2674652566,2949455116,2937834727,3583315848
5160,"Slovenia, Rep. of",961,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",2101383674,1804106287,2674652526,2949457575,2937836986,3583313510
5165,"Slovenia, Rep. of",961,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",1834440530,2034480729,2450854948,2868721512,2812056738,2647586741
5167,"Slovenia, Rep. of",961,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",938077318.6,1013738780,1241856758,1305471467,1326875638,1291534858
5169,"Slovenia, Rep. of",961,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-123296365.5,-108401460.6,95893213.63,58215190.47,42206103.16,192341141.6
5171,"Slovenia, Rep. of",961,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",33167990292,34748992483,40469913560,45944531038,45515913363,41855220228
5172,"Slovenia, Rep. of",961,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",29704636665,30907363920,36085346064,41345146847,40808550723,37000473667
5177,"Solomon Islands",813,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",525935948.7,554859849.1,593886704.2,680656697.4,591292572.9,428833631.1
5178,"Solomon Islands",813,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",620304980,626624442.4,679094810.9,748211700.9,752908760.3,556260233.7
5179,"Solomon Islands",813,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",50698959.82,2392208.473,23655486.95,68190346.85,-35277511.61,52007055.78
5181,"Solomon Islands",813,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",19135035.76,4501926.292,-2347955.164,12216165.58,-90371165.33,37265919.03
5187,"Solomon Islands",813,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",26511680.63,33442444.73,33298224.04,38331648.45,31362322.51,15919182.51
5191,"Solomon Islands",813,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",57289950.32,54816052.44,54657335.13,62433502.41,51351968.72,31284186.96
5192,"Solomon Islands",813,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",19832254.82,4327509.818,-19283767.1,8258115.914,-980491.8741,-53302856.64
5194,"Solomon Islands",813,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-19840097.24,-4330806.826,19280078,-8258115.914,980491.8741,53302856.64
5200,"Solomon Islands",813,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",19135035.76,4501926.292,-2347955.164,12216165.58,-90371165.33,37265919.03
5205,"South Africa",199,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",6257597317,5489237500,6093907765,6489157316,6200769353,3887040608
5210,"South Africa",199,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-1139187034,2900277509,1905127151,801436807.9,1612606179,-3405461650
5215,"South Africa",199,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",2493631651,2199887097,2345689834,2249653423,2217165210,1369535243
5216,"South Africa",199,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-14925048446,-8505556299,-9038539221,-12141971730,-10183511471,6715671872
5221,"South Africa",199,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",96346520856,91482650746,1.04172e+11,1.11373e+11,1.05833e+11,94058828195
5222,"South Africa",199,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",1.00803e+11,89948758687,99822924053,1.09386e+11,1.03895e+11,79039249116
5223,"South Africa",199,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-5119873296,838577301.1,-2210491481,-5067455500,5751985091,3149842937
5228,"South Africa",199,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-14925048446,-8505556299,-9038539221,-12141971730,-10183511471,6715671872
