"X","Country","Code","Indicator","Icode","X2015","X2016","X2017","X2018","X2019","X2020"
2909,"Jamaica",343,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-2235670387,10606919.19,-439823292.5,42164454.8,-64393044.05,227477585.5
2910,"Jamaica",343,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",185480283.4,173791507.7,205458466.6,225921631.3,232118590.1,173277711.6
2911,"Jamaica",343,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",1036220265,-22522058.65,-390386463.8,-214607948,-329300014.5,-187704361.8
2912,"Jamaica",343,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",447598034.8,290859807.8,482376534,-242981644.7,100483749.9,440973456.3
2916,"Jamaica",343,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",4313628182,4404773801,4867024217,5790629495,6030893625,3249426080
2917,"Jamaica",343,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",6610127621,6242638463,7224761047,7881538624,8308513141,5913249201
2918,"Jamaica",343,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",1036220265,-22522058.65,-390386464.9,-214607947.2,-329300014.5,-187704361.8
2928,"Japan",158,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",35398030779,31711103113,34151759886,28971140707,26202738720,20882899239
2930,"Japan",158,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",41038620255,38133948029,40057853668,38714806610,34227328292,27546950904
2931,"Japan",158,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",1.34219e+11,1.9047e+11,2.0067e+11,1.75346e+11,1.72801e+11,1.48096e+11
2932,"Japan",158,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",21131526620,1.83385e+11,-60425186794,1.20589e+11,61741309470,1.64e+11
2933,"Japan",158,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-50945928628,-1.14953e+11,94116875077,-50759911240,-37832106038,-1.32049e+11
2934,"Japan",158,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",1.34219e+11,1.9047e+11,2.0067e+11,1.75346e+11,1.72801e+11,1.48096e+11
2936,"Japan",158,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",7.84711e+11,8.11524e+11,8.75514e+11,9.29828e+11,9.04632e+11,7.94291e+11
2937,"Japan",158,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",8.07987e+11,7.7108e+11,8.37877e+11,9.28423e+11,9.13248e+11,8.01889e+11
2943,"Japan",158,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",5126501600,-5331273454,23577436974,23922642794,24701375995,8602505233
2959,"Jordan",439,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",22776197183,21830140845,23035633803,22915774648,21963521127,18424084507
2961,"Jordan",439,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",14120563380,13538028169,14300140845,15092676056,16170140845,10444366197
2965,"Jordan",439,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",778574789.3,-1099676500,-135253402.5,-951505477.5,570623980.7,1108121324
2969,"Jordan",439,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-3357112676,-3777183099,-4350563380,-2928957746,-748014084.5,-2481591549
2974,"Jordan",439,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-690422535.2,-400422535.2,184647887.3,-95774647.89,-1124929577,-2.05e+09
2976,"Jordan",439,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",1235492958,1247464789,1255492958,1334507042,1341267606,487746478.9
2977,"Jordan",439,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",2537887324,2544647887,2574507042,2625492958,2588028169,1909859155
2980,"Jordan",439,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-3357112676,-3777183099,-4350563380,-2928957746,-748014084.5,-2481605634
2982,"Jordan",439,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",683661971.8,404225352.1,-155915493,314225352.1,1151830986,1963239437
2986,"Kazakhstan, Rep. of",916,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",3516876610,3275594845,3458401978,4011709670,3973787961,3358814941
2987,"Kazakhstan, Rep. of",916,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1840852620,1569693921,1735374261,2103205596,2501994254,2176564534
2995,"Kazakhstan, Rep. of",916,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-9847847411,-6695047016,-3079837173,-1514770792,-6796573893,-10722670118
3000,"Kazakhstan, Rep. of",916,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-767844257.4,-72140002.89,-1365368753,-1526404957,-6599674265,-889697124.5
3002,"Kazakhstan, Rep. of",916,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-4015862694,-3600889713,-432991285.5,2444516298,-1188616254,-1521959301
3007,"Kazakhstan, Rep. of",916,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",47824824677,43106088497,55974348710,66345230457,67295793718,49273351003
3008,"Kazakhstan, Rep. of",916,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",44885943479,36448242117,41159211358,47068506645,52661689764,46501743447
3009,"Kazakhstan, Rep. of",916,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",2328400411,3071081576,465998250.7,-2567413328,548383920.9,1214660228
3010,"Kazakhstan, Rep. of",916,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-9847847411,-6695047016,-3079837173,-1514770792,-6796573893,-10722670118
3025,"Kenya",664,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",17669402825,16171497969,19080378459,20167353326,20408411990,17717187854
3026,"Kenya",664,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1430974413,972160456.2,1031545972,1395873783,1448688633,1118219580
3027,"Kenya",664,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",10608334366,9912816058,10448709926,11564054354,11471244797,9709330229
3038,"Kenya",664,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",1951651486,1550603985,1622928859,1958819172,2180672795,1078457427
3039,"Kenya",664,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-4158859715,-3832094067,-5555778375,-4726651634,-5051022438,-4659953312
3042,"Kenya",664,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-4158859715,-3832094067,-5555778375,-4726651634,-5051022438,-4659953312
3044,"Kenya",664,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",1682078213,1846545291,2454409661,1996692630,1981808867,2441832324
3045,"Kenya",664,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-1510251509,-1828401743,-2390954255,-1846830642,-1726667283,-2302927955
3046,"Kenya",664,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-338440476.4,32743761.44,-236056255.2,829070028.2,937488436.7,-821536078.6
3054,"Kiribati",826,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",16550493.44,1560807.083,-516139.1299,-570383.287,-917761.8721,-1032135.232
3055,"Kiribati",826,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-16550493.44,-1401716.396,12852714.9,-12210377.23,917761.8721,1032135.232
3058,"Kiribati",826,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",26739968.75,34332567.84,29442474.7,19150922.83,32515795.46,21227822.97
3060,"Kiribati",826,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",41875611.68,37025953.89,32574311.25,28583837.86,29638852.38,21380288.43
3062,"Kiribati",826,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",182933150.5,195814957.5,195204528.7,170520543.1,177149134,148770161.7
3066,"Kiribati",826,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",89037264.58,68797977.42,102418762.5,102707453,110630688.6,78233201.04
3067,"Kiribati",826,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",2057333.053,2451894.115,2386030.136,2334974.103,2278123.663,98335.72401
3068,"Kiribati",826,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",107897487.9,47059508.18,48174067.94,25149927.22,26920120.41,65581217.73
3070,"Kiribati",826,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",89037264.58,68797977.42,102418762.5,102092759.1,110630688.6,78233201.04
3084,"Korea, Rep. of",542,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",12052600000,7615200000,4357100000,17495700000,1466200000,17391500000
3086,"Korea, Rep. of",542,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",5.34932e+11,5.07612e+11,5.93153e+11,6.49227e+11,6.0754e+11,5.4157e+11
3091,"Korea, Rep. of",542,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",6.40581e+11,6.06735e+11,6.70012e+11,7.29944e+11,6.60507e+11,6.07505e+11
3094,"Korea, Rep. of",542,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",2.9493e+10,28755500000,30202900000,30486300000,28799600000,22834600000
3099,"Korea, Rep. of",542,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",1.05058e+11,97877500000,75204100000,77783200000,59506800000,75515900000
3106,"Korea, Rep. of",542,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",34143900000,2.7427e+10,24784500000,27978500000,27065300000,23931400000
3107,"Korea, Rep. of",542,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",281500000,-2823100000,-4387500000,8304200000,7005400000,16686300000
3108,"Korea, Rep. of",542,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",9921400000,5964300000,12885400000,-11226800000,-3242700000,-12874100000
3109,"Korea, Rep. of",542,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",1.05058e+11,97877500000,75204100000,77783200000,59506800000,75515900000
3120,"Kosovo, Rep. of",967,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1414596175,1596754877,1988889208,2278377703,2311537786,1687283575
3121,"Kosovo, Rep. of",967,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",3243450953,3421678155,3830919341,4498235992,4453675793,4187091234
3122,"Kosovo, Rep. of",967,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-519036251.7,-515170803.5,-391279841.6,-613922631.2,-457217593.2,-520802659.1
3123,"Kosovo, Rep. of",967,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-519036251.7,-515170803.5,-391279841.6,-613922631.2,-457217593.2,-520802659.1
3127,"Kosovo, Rep. of",967,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",42403798.16,89932500.93,126463121.6,32841322.69,86131321.62,297131890.7
3128,"Kosovo, Rep. of",967,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",36749562.51,39157717.3,42209812.83,70296097.38,75107077.65,54085479.15
3129,"Kosovo, Rep. of",967,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",162702177.1,137989137.6,134658577.2,150222492.3,164394258.6,150460585.8
3130,"Kosovo, Rep. of",967,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-11910980.64,-89144252.55,-149648084.4,-52634194.59,-89031376.76,-245779384.6
3131,"Kosovo, Rep. of",967,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",80810263.11,-108894342.6,91223053.19,101988082,107798959.2,50943727.09
3143,"Kuwait",443,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",8295939561,-4133832.402,7309068690,23807326228,31337929014,23024475284
3145,"Kuwait",443,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",87238580.82,3682101981,-2499635585,5604742266,3619180923,-1072578788
3146,"Kuwait",443,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",1572671881,-1132611108,5203446660,-3764130304,397252823.3,3738195889
3156,"Kuwait",443,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",61391008321,52145742589,60454022414,85198897799,72833469299,47416410506
3157,"Kuwait",443,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",51139184432,52910390987,57726835511,68204783055,59653710708,44015219582
3158,"Kuwait",443,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-2828581752,3049342099,2003060939,3688073672,2756578088,8266942831
3160,"Kuwait",443,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",1649020481,1226945472,1309759784,1243754632,1175475913,787384464.9
3161,"Kuwait",443,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",5148422767,5144547716,5427312954,4503874183,4091315787,3311424639
3163,"Kuwait",443,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",8295939561,-4133832.402,7309068690,23807326228,31337929014,23024475284
3174,"Kyrgyz Rep.",917,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",188949106,166296712,206935365,213521435,269762972,153117560
3178,"Kyrgyz Rep.",917,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",216747567.1,98451962.23,202740619.4,-67207614.45,107955511.8,360720539.6
3179,"Kyrgyz Rep.",917,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-211859906.1,-95525245.87,-210035255,71451086.2,-110034951.4,-360973944.9
3180,"Kyrgyz Rep.",917,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",446552460,406623268,434181795,494313155,454121899,352713601
3182,"Kyrgyz Rep.",917,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-973343623.3,-679670616.8,-404233950.3,-626698280.6,-978366218.9,454017170.6
3183,"Kyrgyz Rep.",917,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-973343623.3,-679670616.8,-404233950.3,-626698280.6,-978366218.9,454017170.6
3196,"Kyrgyz Rep.",917,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",2425023595,2413588893,2573040010,2734422358,3107699962,2435417783
3197,"Kyrgyz Rep.",917,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",4847105110,4753415646,5075222827,5861234605,5670186968,4050849740
3198,"Kyrgyz Rep.",917,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-66846610.89,311773673.4,43729321.8,-187785128.7,16473573.36,108678311.4
3205,"Lao People's Dem. Rep.",544,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",6753813713,6394790293,6783669899,7564020651,7518168210,5815879962
3206,"Lao People's Dem. Rep.",544,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",4497378079,5079637263,5653716801,6393172198,6985183367,6461129001
3208,"Lao People's Dem. Rep.",544,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",67485042.2,81035623.62,83168195.43,105901714.8,167038727.5,79841202.48
3209,"Lao People's Dem. Rep.",544,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",34850628.29,68910804.88,86195659.97,139732986.2,145327627.8,116772388
3212,"Lao People's Dem. Rep.",544,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",1345506142,856962701.5,706796337.5,970581688.4,1234499295,566365186
3213,"Lao People's Dem. Rep.",544,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",174636474.4,-168830938.5,214738052.3,-141485616.6,124456272.7,319223375.6
3215,"Lao People's Dem. Rep.",544,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-1337246142,-934302701.5,-724276337.5,-1013617241,-1182875182,-516241843.6
3219,"Lao People's Dem. Rep.",544,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-2231707545,-1362793609,-1237957115,-1636476239,-1304707884,-218351348.5
3220,"Lao People's Dem. Rep.",544,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-2231707545,-1362793609,-1237957115,-1636476239,-1304707884,-218351348.5
3238,"Latvia",941,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",2146015008,2118042045,2345528565,2508177012,2399895337,1617110711
3241,"Latvia",941,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",883049457.4,832205717.5,941606481.6,1083517751,1064313105,834903300.5
3244,"Latvia",941,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",16427824074,16731999984,18816900299,21136795326,20538635027,20767851621
3245,"Latvia",941,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",16893681756,16632983344,19010123547,21357698033,20764627433,20426964188
3251,"Latvia",941,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-1460702251,-707424107.2,690375931.5,-339988638.6,-667675928.2,504857894.6
3257,"Latvia",941,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",1424173546,859120310.4,-876057673.6,198281601.4,418127210.9,-621523421.6
3258,"Latvia",941,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",347727713.5,118546571.3,1029701502,-147371770.2,-103909254.1,514243975.8
3263,"Latvia",941,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",607608014.8,779905466.9,707377155.3,551544114.9,310199545.9,1509292142
3264,"Latvia",941,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",607622507.6,777697286.2,707339821.6,552685527.4,306828132,1510485040
3268,"Lebanon",446,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-6740755421,-8885694249,-10486041104,-11928664752,-9816835523,-1324167612
3271,"Lebanon",446,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",19461248160,18882187911,18939938603,19160811513,18208410174,8773230596
3272,"Lebanon",446,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",30887607485,30989274709,32070099758,32781598929,31146685716,15205642923
3275,"Lebanon",446,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-6740755420,-8885694247,-10486041104,-11928664752,-9816835523,-1324167612
3278,"Lebanon",446,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-914951341.3,3861909561,2369293203,-2316457462,-2390132817,-13182970039
3280,"Lebanon",446,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",1448208398,1164463309,1306930022,1154750171,734754191.5,123021377.1
3281,"Lebanon",446,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",2442892442,2114663898,2055415240,1958860262,1871565812,928892415
3291,"Lebanon",446,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-596528226.2,904531308.1,141648599.6,141753152.6,-71754754.94,-2042650673
3292,"Lebanon",446,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",1057572795,-1183140789,-515562987.9,248424842.1,-2031671177,928116216.4
3299,"Lesotho, Kingdom of",666,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",73345958.32,8388169.983,700434.8517,-11969696.24,77579979.19,11262100.79
3300,"Lesotho, Kingdom of",666,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-62477681.35,1013984.673,9652955.537,22448736.37,-68030629.95,-2849421.245
3303,"Lesotho, Kingdom of",666,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-40243907.36,-122107955.8,-103819173.1,-19056816.54,13738931.29,75153841.32
3304,"Lesotho, Kingdom of",666,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-40243907.36,-122107955.8,-103819173.1,-19056816.54,13738931.29,75153841.32
3305,"Lesotho, Kingdom of",666,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",1072281.702,807630.369,635142.2724,608856.4921,593240.679,499989.9358
3306,"Lesotho, Kingdom of",666,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",56693670.09,51173403.56,57924862.8,61514733.62,55538243.38,47455068.65
3309,"Lesotho, Kingdom of",666,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",112240313.6,-163218261,-202236850.7,66852667.91,57653520.19,113549830
3310,"Lesotho, Kingdom of",666,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",974292121,940488264.2,1061714987,1253535693,1092702862,902123159.1
3311,"Lesotho, Kingdom of",666,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2048854081,2000635848,2280881897,2424632441,2229626665,1980091671
3373,"Lithuania",946,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",253992562.3,176714545.7,873184707.7,901522479,2849644918,5152349029
3377,"Lithuania",946,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",3909647428,4282902188,5523557572,6845651080,7839510807,7806532685
3380,"Lithuania",946,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",2553554441,2580322268,3131276383,3558387261,3816935138,3605852074
3383,"Lithuania",946,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",406436620.3,76292814.24,739515177,-12966260.4,462494292.5,1795291224
3385,"Lithuania",946,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",29830467.94,-35218695.4,-177706437.5,125638737,82187924.72,-264086046.1
3388,"Lithuania",946,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",253992562.3,176714545.7,873184707.7,901522479,2849644918,5152349029
3391,"Lithuania",946,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",28485127915,29079835812,35225956372,40361411833,42323027307,41720683938
3392,"Lithuania",946,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",28902632122,28776243571,34095706759,39402590725,39419498683,36414080259
3398,"Lithuania",946,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-1480939162,902787825.9,1698092094,1379298556,-661346718,-425034232.6
3400,"Luxembourg",137,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",90058844489,90613682548,1.01739e+11,1.13256e+11,1.16803e+11,1.21353e+11
3404,"Luxembourg",137,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1.17167e+11,1.17985e+11,1.27864e+11,1.37656e+11,1.39559e+11,1.45612e+11
3408,"Luxembourg",137,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",2755038906,2764374561,2745710814,4623323270,2369888891,2266947998
3409,"Luxembourg",137,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",2755038906,2764374561,2745710814,4623323270,2369888891,2266947998
3414,"Luxembourg",137,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",30898119834,31067039777,30930300401,-3556094075,44656333310,14426769836
3415,"Luxembourg",137,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-33591330119,23778493049,-9454334653,20120133626,-30828680646,1450608519
3419,"Luxembourg",137,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",5035097123,4640176711,5329327295,5922425698,5411689866,14663357511
3420,"Luxembourg",137,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",4203864975,4453953825,5603194974,6620992840,6436985302,13630360921
3425,"Luxembourg",137,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-56270526.66,220557877.1,-143094756.9,76096901.77,99950344.28,1811226.223
3432,"Madagascar, Rep. of",674,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-125359155.3,324545590.3,204230882.3,337820216.7,32938729.5,-408491746.4
3440,"Madagascar, Rep. of",674,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",61241842.65,-103476228,156815186.3,33531712.28,-235277526.3,447288648.8
3441,"Madagascar, Rep. of",674,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-62090928.58,100582131,-154897580.7,-28411465.15,228451332.3,-450071848.1
3443,"Madagascar, Rep. of",674,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",92329645.44,337274190.7,359814960.6,169513982.9,-36533250.9,228671591
3445,"Madagascar, Rep. of",674,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-125359155.3,324545590.3,204230882.3,337820216.7,32938729.5,-408491746.4
3446,"Madagascar, Rep. of",674,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",240464597.8,244551285.1,392361241.3,370694986.1,424138967.3,172761859.1
3447,"Madagascar, Rep. of",674,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",616053300.8,569085306.7,584798868.4,560987891.5,509943265.2,337394534
3453,"Madagascar, Rep. of",674,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",3153621894,3390413597,4147070751,4407496132,4081577090,2589228842
3454,"Madagascar, Rep. of",674,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",3510394492,3565835906,4491089103,4821022962,4684590076,3718208982
3461,"Malawi",676,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",23033549.05,19555546.2,30557355.95,34943803.17,78622504.38,67199415.17
3463,"Malawi",676,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1270097065,1180132969,1110954237,1174262786,1446681183,1268238157
