"Index"	"Country"	"CountryCode"	"Indicator"	"IndicatorCode"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"
333	"Aruba, Kingdom of the Netherlands"	"314"	"Current Account, Goods and Services, Credit, US Dollars"	"BXGS_BP6_USD"	2437130635.75419	2344277793.17226	2305572783.82987	2557265558.80941	2561691719.54532	1443955667.63774
335	"Aruba, Kingdom of the Netherlands"	"314"	"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars"	"BMIPID_BP6_USD"	98856251.6759776	105083057.804976	143406346.908732	170949224.954438	144048079.822037	36135623.881008
341	"Aruba, Kingdom of the Netherlands"	"314"	"Financial Account, Other Investment, Loans, US Dollars"	"BFOLN_BP6_USD"	-39260050.2793296	-42751063.5555719	16533728.8600704	-20322867.2666298	-127836451.391004	-241220335.96819
343	"Aruba, Kingdom of the Netherlands"	"314"	"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars"	"BFOLNA_BP6_USD"	1410340.78212291	-21328576.4238425	-5833503.47196781	-19050966.4418507	20678179.2051116	11232427.900721
345	"Aruba, Kingdom of the Netherlands"	"314"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars"	"BFOLNL_BP6_USD"	40670391.0614525	21422487.1317294	-22367232.3320382	1271900.82477907	148514630.596115	252452763.868911
347	"Aruba, Kingdom of the Netherlands"	"314"	"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars"	"BXIPID_BP6_USD"	13580556.9832402	15797774.821285	17419454.6665736	16353995.9119691	24662493.7680652	23746931.2799751
349	"Aruba, Kingdom of the Netherlands"	"314"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars"	"BFOLNLO_BP6_USD"	14692737.4301676	35337012.2713942	2018801.18751492	10461293.9780971	138631425.009523	27170655.3254478
351	"Aruba, Kingdom of the Netherlands"	"314"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars"	"BFOLNLG_BP6_USD"	27597765.3631285	-9385474.8603352	-9608938.54748603	-9189393.15331807	2200	232968142.063017
353	"Aruba, Kingdom of the Netherlands"	"314"	"Supplementary Items, Reserve Assets (with Fund Record), US Dollars"	"BFRAFR_BP6_USD"	145586592.178771	97986033.5195529	-28810614.5251396	71667597.7653631	-36468156.4245811	188374860.335196
355	"Aruba, Kingdom of the Netherlands"	"314"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars"	"BFPAD_BP6_USD"	38633831.2849162	42939082.3118994	71504046.8909624	33973583.6838547	15479576.3548979	-44299128.6745809
357	"Aruba, Kingdom of the Netherlands"	"314"	"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars"	"BFPLXF_BP6_USD"	107988826.815642	84062897.6043877	-18665856.6739106	86099445.7951397	-25640116.2954749	171390770.669814
363	"Australia"	"193"	"Current Account, Goods and Services, Services, Transport, Debit, US Dollars"	"BMSTR_BP6_USD"	13351486436.5169	12232520791.7666	12633638821.023	13803823629.9306	13034925239.4616	9227799014.15453
364	"Australia"	"193"	"Current Account, Goods and Services, Services, Transport, Credit, US Dollars"	"BXSTR_BP6_USD"	5078180090.92739	5386144003.2712	5820284847.18075	5643754053.54301	5516841792.63103	3206435654.7782
365	"Australia"	"193"	"Capital Account, Total, Debit, US Dollars"	"BK_DB_BP6_USD"	462336271.109	657982818.51789	657573103.226443	567669309.598995	562415518.731798	748151291.742607
366	"Australia"	"193"	"Capital Account, Total, Net, US Dollars"	"BK_BP6_USD"	-456482468.928511	-606892117.453901	-387546906.516713	-355345971.826734	-554094269.010961	-726979594.427352
367	"Australia"	"193"	"Current Account, Goods and Services, Credit, US Dollars"	"BXGS_BP6_USD"	243106250217.137	250899950257.226	296577187913.835	327131150226.717	342184969647.899	300712769536.896
368	"Australia"	"193"	"Current Account, Goods and Services, Debit, US Dollars"	"BMGS_BP6_USD"	270881116250.37	261288080334.823	289336500470.211	311529430296.552	294717733655.03	250259675191.766
369	"Australia"	"193"	"Capital Account, Total, Credit, US Dollars"	"BK_CD_BP6_USD"	5853802.18048924	51090701.0639885	270026196.70973	212323337.772261	8321249.72083637	21171697.3152553
370	"Australia"	"193"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFDAE_BP6_USD"	9777708731.15682	-74129055.4178383	8535816402.59672	1603910043.97158	8992705432.15881	8775123703.5849
371	"Australia"	"193"	"Supplementary Items, Total Current + Capital Account, US Dollars"	"BTCC_BP6_USD"	-57415186711.1925	-41792743211.9002	-35961930356.0326	-31968829620.3187	5623891762.05378	31789555954.426
372	"Australia"	"193"	"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars"	"BFPLD_BP6_USD"	62796380471.0292	-10189307081.6709	64143725371.6425	54299905392.4766	7198210600.96293	26405559926.0227
373	"Australia"	"193"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFPAE_BP6_USD"	4019436471.49173	23143991988.8335	32624865386.5347	35119519420.1588	49207590866.3606	43656665948.7663
374	"Australia"	"193"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars"	"BFPA_BP6_USD"	34339157645.62	39310809153.8789	56079909435.9145	60881531748.1992	56497822270.0812	63807580192.8448
375	"Australia"	"193"	"Capital Account, Capital Transfers, Credit, US Dollars"	"BKT_CD_BP6_USD"	0	0	0	0	0	0
376	"Australia"	"193"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars"	"BFOLNLO_BP6_USD"	4979183056.1538	-2547827559.09947	-7662694926.17382	51387135.5798946	-4436798737.61159	-10248146953.3031
377	"Australia"	"193"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars"	"BFOLNL_BP6_USD"	17252075722.9355	751817330.444784	-4620644944.12619	196530752.484684	14564526497.1048	-6738692840.18286
378	"Australia"	"193"	"Financial Account, Other Investment, Loans, US Dollars"	"BFOLN_BP6_USD"	36125751891.3475	-11009172078.1793	-9704060487.48326	685351434.545991	-9689384690.18908	2305284216.34344
379	"Australia"	"193"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars"	"BFDAEO_BP6_USD"	5343513937.93926	-4056435930.44175	4187338491.20107	-2471342741.39991	2574223039.77682	2315264439.56019
380	"Australia"	"193"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars"	"BFPAD_BP6_USD"	30318942919.8241	16166059001.3961	23455044049.3798	25761281276.5903	7290914789.20299	20151629645.5687
381	"Australia"	"193"	"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars"	"BMIPID_BP6_USD"	24270570720.3869	27875286417.1279	37962550607.4974	44895860088.826	43185507791.876	25957673581.6982
382	"Australia"	"193"	"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars"	"BXIPID_BP6_USD"	14285216921.2575	13654903807.981	14564005521.094	16913285688.612	16993109359.8591	14814361492.8075
383	"Australia"	"193"	"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars"	"BFOLNA_BP6_USD"	53377827614.283	-10257354747.7345	-14324705431.6095	881882187.030675	4875141806.91569	-4433408623.83942
384	"Australia"	"193"	"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars"	"BACK_BP6_USD"	-57415194263.4299	-41792780533.0072	-35961898791.1677	-31967325605.4241	5623891762.05378	31790211693.4897
385	"Australia"	"193"	"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars"	"BFRAIMFFR_BP6_USD"	-400435384.41935	-756728850.342155	129254100.054037	581575218.145183	233120392.976289	858959918.901238
386	"Australia"	"193"	"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars"	"BFPLXF_BP6_USD"	76567357866.2442	8100018486.47732	79798645210.3745	47041804840.96	24825858685.9537	49205393483.7165
387	"Australia"	"193"	"Supplementary Items, Reserve Assets (with Fund Record), US Dollars"	"BFRAFR_BP6_USD"	-2345772739.79442	7854443320.66182	8735418216.32782	-11082782427.2956	3025659846.03987	-16749745109.391
388	"Australia"	"193"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars"	"BFDLD_BP6_USD"	22176822682.6438	5052504658.24172	4109496530.11768	1155836163.8436	-5799949689.94216	-6189195104.81016
389	"Australia"	"193"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars"	"BFDA_BP6_USD"	8258809107.18849	-3108643986.26261	10004858409.6863	1031754868.78856	9989391128.27034	8293358829.23994
390	"Australia"	"193"	"Capital Account, Capital Transfers, Net, US Dollars"	"BKT_BP6_USD"	-455638582.78404	-476589373.818604	-653716942.986203	-508218389.963717	-545281724.590715	-516105503.984753
392	"Australia"	"193"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars"	"BFOLNLG_L_BP6_USD"	0	0	0	0	0	0
393	"Australia"	"193"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars"	"BFOLNLG_BP6_USD"	0	0	0	0	0	0
394	"Austria"	"122"	"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars"	"BFPLD_BP6_USD"	-16189009505.3315	-21918228956.7913	-15510234373.1263	-720197525.924921	13280874475.5951	30816591076.4439
395	"Austria"	"122"	"Financial Account, Other Investment, Loans, US Dollars"	"BFOLN_BP6_USD"	-6575603873.30035	-10535997916.0151	-1877265645.12216	2510530501.63925	5181367534.19907	2654096525.12569
396	"Austria"	"122"	"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars"	"BFOLNA_BP6_USD"	-2138009880.86145	-7169318682.72281	-1681575958.45439	6353776906.77653	1710211785.74133	846076881.672886
397	"Austria"	"122"	"Capital Account, Total, Credit, US Dollars"	"BK_CD_BP6_USD"	752595416.143222	1094656759.97063	333506015.047853	577908063.708789	1871888767.91122	478219930.545768
398	"Austria"	"122"	"Capital Account, Total, Debit, US Dollars"	"BK_DB_BP6_USD"	2740862390.44667	1534191100.08911	653823176.405526	3237468636.63919	1948329314.90797	955245630.5106
399	"Austria"	"122"	"Capital Account, Total, Net, US Dollars"	"BK_BP6_USD"	-1988287846.19285	-439534340.118475	-320317161.357673	-2660789787.21612	-76440546.9967512	-477024451.930558
400	"Austria"	"122"	"Current Account, Goods and Services, Credit, US Dollars"	"BXGS_BP6_USD"	202399365638.584	207006814742.548	225371898240.105	252204594419.698	247738118932.329	224733724263.607
401	"Austria"	"122"	"Current Account, Goods and Services, Debit, US Dollars"	"BMGS_BP6_USD"	188488818154.348	192377517364.133	212901579390.896	238933446815.815	231991681265.365	211736137730.323
402	"Austria"	"122"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars"	"BFOLNLO_BP6_USD"	4264111299.59947	5354535083.90133	975505876.302698	5892314908.29667	-3200175433.08976	-2480516252.23428
403	"Austria"	"122"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars"	"BFOLNL_BP6_USD"	4437593992.4389	3366679233.29229	195689686.667773	3843246405.13728	-3471155748.45774	-1808019643.45281
404	"Austria"	"122"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars"	"BFOLNLG_L_BP6_USD"	648899827.816362	-1772251511.92876	-96246755.8383732	-2236961717.13373	-656496709.632032	-256486208.663048
405	"Austria"	"122"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars"	"BFOLNLG_BP6_USD"	172377421.871693	-1987878902.07073	-779703600.843716	-2049068503.15939	-270980315.36798	672496608.78147
407	"Austria"	"122"	"Current Account, Goods and Services, Services, Transport, Credit, US Dollars"	"BXSTR_BP6_USD"	14206149189.4223	14288688651.9538	15847805842.6869	17241923195.0733	17971910670.8602	15901996445.7733
408	"Austria"	"122"	"Current Account, Goods and Services, Services, Transport, Debit, US Dollars"	"BMSTR_BP6_USD"	14581221495.4308	14776228556.986	16490083893.2293	18233815933.1227	18463235103.1654	16220083391.3026
409	"Austria"	"122"	"Capital Account, Capital Transfers, Credit, US Dollars"	"BKT_CD_BP6_USD"	600979207.671046	1011293901.74088	224614085.749733	452312854.688645	1606025875.51404	386728745.810449
410	"Austria"	"122"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFPAE_BP6_USD"	5644336453.87466	9110524980.81372	12844237792.8323	3322628905.72342	8779621403.21963	8790837141.63296
411	"Austria"	"122"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars"	"BFPA_BP6_USD"	860654886.632564	5923484638.73136	10928342869.9787	-422878021.355431	12246079927.1373	21509029488.6588
412	"Austria"	"122"	"Capital Account, Capital Transfers, Net, US Dollars"	"BKT_BP6_USD"	-1852587435.01596	-266542366.681376	-174831900.701877	-2335001832.52747	42337881.1688328	-26537337.0881984
413	"Austria"	"122"	"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars"	"BFPLXF_BP6_USD"	-14776304442.1022	-20724163771.1338	-10431280429.9644	-4542026518.69053	16082442670.725	35619915338.6593
414	"Austria"	"122"	"Supplementary Items, Total Current + Capital Account, US Dollars"	"BTCC_BP6_USD"	4645792948.97219	10330946344.1191	5329251560.99599	1719643114.67039	10558103625.7033	12416383793.3171
415	"Austria"	"122"	"Supplementary Items, Reserve Assets (with Fund Record), US Dollars"	"BFRAFR_BP6_USD"	-363231367.509517	534419743.348766	-3497680858.27832	2620758657.98154	-206071045.815266	1739967693.89881
416	"Austria"	"122"	"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars"	"BFRAIMFFR_BP6_USD"	-320762494.546873	237962087.644668	-311431183.657132	144930096.940841	117412520.964805	267320978.83449
417	"Austria"	"122"	"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars"	"BXIPID_BP6_USD"	2884699197.19252	16667914162.367	13235930146.9088	14610245359.5238	17775881061.7152	15764698791.3588
418	"Austria"	"122"	"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars"	"BMIPID_BP6_USD"	1802815527.27402	13266361844.8069	13692607040.6416	15804464167.8846	17159955771.3202	10961641240.5637
419	"Austria"	"122"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars"	"BFPAD_BP6_USD"	-4784793217.2421	-3185961396.76986	-1913580263.16909	-3745506927.07885	3467565630.16769	12720487906.4249
420	"Austria"	"122"	"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars"	"BACK_BP6_USD"	4643566027.80593	10334266966.4553	5329361371.7652	1717310211.69421	10559227325.7033	12418586619.1235
421	"Austria"	"122"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars"	"BFDA_BP6_USD"	-2139495177.68873	-26915802129.1463	10108273841.7013	-26914104175.5493	-7166077122.70056	760582295.290978
422	"Austria"	"122"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars"	"BFDLD_BP6_USD"	-2781066816.82397	5874257701.44091	2818172322.24738	664490783.479955	10717436016.423	-6358159993.38864
423	"Austria"	"122"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars"	"BFDAEO_BP6_USD"	4330256964.95926	-34683386345.742	8269295452.59471	-32299426705.7508	-16676838057.63	-4004457502.78215
424	"Austria"	"122"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFDAE_BP6_USD"	-4658145681.32216	-30001996531.31	9169850551.58081	-34220861157.161	-13155962543.615	-970298837.018628
425	"Azerbaijan, Rep. of"	"912"	"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars"	"BFOLNA_BP6_USD"	146781000	-7125000	-33840000	145883000	11863000	-307134000
426	"Azerbaijan, Rep. of"	"912"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars"	"BFPAD_BP6_USD"	-313711000	-44315000	-80906000	796107000	159647000	-32390000
427	"Azerbaijan, Rep. of"	"912"	"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars"	"BACK_BP6_USD"	-266379000	-1403535000	1784928000	6052500600	4346266019.2297	-234943000
428	"Azerbaijan, Rep. of"	"912"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars"	"BFOLNLG_L_BP6_USD"	367592000	691727000	54531000	-544121000	290789000	-184647000
429	"Azerbaijan, Rep. of"	"912"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFPAE_BP6_USD"	5600000	38000	38000	22610000	48981730.4885161	55138000
430	"Azerbaijan, Rep. of"	"912"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars"	"BFPA_BP6_USD"	-308111000	-44277000	-80868000	818717000	208628730.488516	22748000
431	"Azerbaijan, Rep. of"	"912"	"Supplementary Items, Total Current + Capital Account, US Dollars"	"BTCC_BP6_USD"	-266379000	-1403535000	1784928000	6052500600	4346266019.22969	-234943000
433	"Azerbaijan, Rep. of"	"912"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars"	"BFDA_BP6_USD"	3209378000	2573601000	2564380648.1	1760877000	2431719000	825278000
434	"Azerbaijan, Rep. of"	"912"	"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars"	"BFPLD_BP6_USD"	748152000	443577000	2588023000	-422276000	-199465000	-333966000
435	"Azerbaijan, Rep. of"	"912"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars"	"BFDAEO_BP6_USD"	3209378000	2573601000	2564380648.1	1760877000	2431719000	825278000
436	"Azerbaijan, Rep. of"	"912"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFDAE_BP6_USD"	3209378000	2573601000	2564380648.1	1760877000	2431719000	825278000
437	"Azerbaijan, Rep. of"	"912"	"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars"	"BFPLXF_BP6_USD"	772647000	443577000	2588023000	-422264000	-180008000	-259097000
438	"Azerbaijan, Rep. of"	"912"	"Supplementary Items, Reserve Assets (with Fund Record), US Dollars"	"BFRAFR_BP6_USD"	-8430674228.74799	-992410843.612668	1294781737.06938	318675623.946505	642373814.332079	75627854.9954405
439	"Azerbaijan, Rep. of"	"912"	"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars"	"BFRAIMFFR_BP6_USD"	0	80377231.7652023	0	0	0	0
440	"Azerbaijan, Rep. of"	"912"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars"	"BFOLNLG_BP6_USD"	367592000	691727000	54531000	-544121000	290789000	-184647000
441	"Azerbaijan, Rep. of"	"912"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars"	"BFOLNLO_L_BP6_USD"	1313207000	-211294000	1643375000	563465000	-697851000	-775974000
442	"Azerbaijan, Rep. of"	"912"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars"	"BFOLNLO_BP6_USD"	1474245000	-303036000	1624476000	620516000	-723507000	-431527000
443	"Azerbaijan, Rep. of"	"912"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars"	"BFOLNL_BP6_USD"	1346831000	-9349000	661997000	-63178000	-546868000	-652064000
444	"Azerbaijan, Rep. of"	"912"	"Financial Account, Other Investment, Loans, US Dollars"	"BFOLN_BP6_USD"	-1200050000	2224000	-695837000	209061000	558731000	344930000
445	"Azerbaijan, Rep. of"	"912"	"Current Account, Goods and Services, Services, Transport, Credit, US Dollars"	"BXSTR_BP6_USD"	1518285000	1095425000	971396000	1223822000	1107970259.96952	1644680000
446	"Azerbaijan, Rep. of"	"912"	"Current Account, Goods and Services, Debit, US Dollars"	"BMGS_BP6_USD"	18446480000	16526981000	17105068000	17705199000	17712459100.0138	15537819000
447	"Azerbaijan, Rep. of"	"912"	"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars"	"BXIPID_BP6_USD"	442682000	307255000	665195000	750227000	438762000	827607000
448	"Azerbaijan, Rep. of"	"912"	"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars"	"BMIPID_BP6_USD"	2274553000	2492823000	2022795000	2934418000	2600976000	1271106000
450	"Azerbaijan, Rep. of"	"912"	"Capital Account, Total, Debit, US Dollars"	"BK_DB_BP6_USD"	43884000	40131000	762000	1317000	22482000	7965000
451	"Azerbaijan, Rep. of"	"912"	"Capital Account, Total, Net, US Dollars"	"BK_BP6_USD"	-43884000	-40131000	100369000	1423600	-18620000	-7375000
452	"Azerbaijan, Rep. of"	"912"	"Current Account, Goods and Services, Credit, US Dollars"	"BXGS_BP6_USD"	20030038000	17578801000	19840498000	25484473000	23629741259.9695	15208753000
453	"Azerbaijan, Rep. of"	"912"	"Current Account, Goods and Services, Services, Transport, Debit, US Dollars"	"BMSTR_BP6_USD"	1009650000	919389000	1048362000	1520870000	1458446100.01376	1301987000
575	"Bangladesh"	"513"	"Capital Account, Capital Transfers, Net, US Dollars"	"BKT_BP6_USD"	442203573.478551	427376864.100396	292955563.848937	264165029.392938	227998418.61995	213456649.748262
576	"Bangladesh"	"513"	"Capital Account, Total, Credit, US Dollars"	"BK_CD_BP6_USD"	442203573.478551	427376864.100396	292955563.848937	264165029.392938	227998418.61995	213456649.748262
577	"Bangladesh"	"513"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars"	"BFOLNLO_L_BP6_USD"	-193949680.071844	-161146728.132492	46613884.6217306	347718603.84971	604946668.8115	823520805.433754
578	"Bangladesh"	"513"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars"	"BFOLNLG_BP6_USD"	1625302015.16487	1952525056.52223	3433908719.01572	4934956897.13613	4551454105.18575	5994877184.35028
579	"Bangladesh"	"513"	"Capital Account, Total, Net, US Dollars"	"BK_BP6_USD"	442203573.478551	427376864.100396	292955563.848937	264165029.392938	227998418.61995	213456649.748262
580	"Bangladesh"	"513"	"Current Account, Goods and Services, Credit, US Dollars"	"BXGS_BP6_USD"	34969256093.9049	37662675681.5369	39170435004.246	44128038982.4148	44961040130.3925	38475972659.6309
581	"Bangladesh"	"513"	"Current Account, Goods and Services, Debit, US Dollars"	"BMGS_BP6_USD"	45575754269.1811	48167978223.7147	56764922839.7063	65585208867.4853	64233645990.9765	56776357566.2636
582	"Bangladesh"	"513"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFPAE_BP6_USD"	14958421.3704402	-10265027.925349	0	3036767.13973466	-695831.565471795	931600.111634782
583	"Bangladesh"	"513"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars"	"BFPA_BP6_USD"	194505370.306809	248725719.369406	619145129.704689	127719656.608178	470137221.978206	931600.111634782
584	"Bangladesh"	"513"	"Financial Account, Other Investment, Loans, US Dollars"	"BFOLN_BP6_USD"	-1918901602.35527	-2780321999.92549	-5909377313.30103	-7549554140.2763	-5833156004.49245	-7465694005.87331
585	"Bangladesh"	"513"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars"	"BFOLNLG_L_BP6_USD"	1625302015.16487	1952525056.52223	3433908719.01572	4934956897.13613	4551454105.18575	5994877184.35028
586	"Bangladesh"	"513"	"Supplementary Items, Total Current + Capital Account, US Dollars"	"BTCC_BP6_USD"	3021824582.25476	1358770732.08751	-5692036911.78258	-6831007538.75684	-2720538655.89499	1406228336.07394
587	"Bangladesh"	"513"	"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars"	"BMIPID_BP6_USD"	2206809521.08126	2286354183.86258	1945051594.87465	1293130467.80909	1547495481.82512	1882470002.34752
588	"Bangladesh"	"513"	"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars"	"BFPLD_BP6_USD"	502900618.134273	176458695.574476	182269607.205192	182843584.704516	153463193.349151	165339232.94805
589	"Bangladesh"	"513"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars"	"BFPAD_BP6_USD"	179546948.936369	258990747.294755	619145129.704689	124682889.468444	470833053.543678	0
590	"Bangladesh"	"513"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars"	"BFOLNLO_BP6_USD"	-182083765.267919	389664694.550465	1137122944.42295	1873543775.78356	1488799522.80011	1993321024.27565
591	"Bangladesh"	"513"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars"	"BFOLNL_BP6_USD"	1918901602.35527	2780321999.92549	5909377313.30103	7549554140.2763	5833156004.49245	7512698538.0882
592	"Bangladesh"	"513"	"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars"	"BFRAIMFFR_BP6_USD"	0	185851650.971596	128188.547724411	0	0	0
593	"Bangladesh"	"513"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars"	"BFDLD_BP6_USD"	393996364.780911	205951595.122138	333159388.551918	1180011992.35567	602878744.86128	155166859.546219
594	"Bangladesh"	"513"	"Current Account, Goods and Services, Services, Transport, Debit, US Dollars"	"BMSTR_BP6_USD"	5773877083.15126	5405106105.98404	5747729492.27366	5653150385.03023	5685843195.84493	5066458723.02071
595	"Bangladesh"	"513"	"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars"	"BXIPID_BP6_USD"	14752823.6412286	27705301.5880324	23294469.0888744	254046080.064692	27639136.9341623	72624371.0305258
596	"Bangladesh"	"513"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars"	"BFDAEO_BP6_USD"	17617644.0070443	4620309.6390914	90616834.8724036	1576475.47173545	9657031.93692234	9201502.48685672
597	"Bangladesh"	"513"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFDAE_BP6_USD"	28324208.2405098	29164491.864281	100446987.066662	17468078.0212889	29297788.7942735	22108177.2564063
