"Index"	"Country"	"CountryCode"	"Indicator"	"IndicatorCode"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"
182	"Anguilla"	"312"	"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars"	"BXIPID_BP6_USD"	89544.5	44137.3888888889	170337.044444444	170337.044444444	287060.359259259	184892.307407407
183	"Anguilla"	"312"	"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars"	"BMIPID_BP6_USD"	17493811.4236011	6233573.39925926	24601234.4111111	23719537.4074074	51151360.2222222	-2164510.58733333
184	"Anguilla"	"312"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars"	"BFPAD_BP6_USD"	-536703.703703704	-4550854.11111111	2684317.27407407	9705245.27407407	85104635.1407407	82035504.5333333
185	"Anguilla"	"312"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFPAE_BP6_USD"	2978566.2962963	7682322.71851852	3302345.58888889	1206927.24444444	90710.5185185185	37123880.962963
186	"Anguilla"	"312"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars"	"BFPA_BP6_USD"	2441862.59259259	3131468.60740741	5986662.86296296	10912172.5185185	85195345.6592593	119159385.496296
187	"Anguilla"	"312"	"Capital Account, Total, Credit, US Dollars"	"BK_CD_BP6_USD"	1385371.02222222	867225.496296296	11330958.2703704	12674074.0740741	0	3611497.57407407
188	"Anguilla"	"312"	"Current Account, Goods and Services, Services, Transport, Credit, US Dollars"	"BXSTR_BP6_USD"	12441186.1150694	15274775.5387519	16446361.4183378	12225257.594031	12824980.786128	7208553.41387644
189	"Anguilla"	"312"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars"	"BFOLNLG_BP6_USD"	-1991677.40740741	16705160.1074074	-5328022.64444444	9694208.80740741	-5035216.01111111	-5687350.97777778
190	"Anguilla"	"312"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars"	"BFOLNLG_L_BP6_USD"	-1991677.40740741	16705160.1074074	-5328022.64444444	9694208.80740741	-5035216.01111111	-5687350.97777778
191	"Anguilla"	"312"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars"	"BFOLNLO_L_BP6_USD"	1517806.47777778	2352889.45925926	-533274.607407407	3310714.62592593	-729168.803703704	-274008.144444444
192	"Anguilla"	"312"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars"	"BFOLNL_BP6_USD"	-10145125.0407407	-27995253.3962963	-5861297.25185185	13004923.4333333	-5764384.81481481	-5961359.12222222
193	"Anguilla"	"312"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars"	"BFOLNLO_BP6_USD"	1509940.92222222	2352889.45925926	-533274.607407407	3310714.62592593	-729168.803703704	-274008.144444444
194	"Anguilla"	"312"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars"	"BFDA_BP6_USD"	23374180.0885185	4759383.26755556	-3889555.44074074	21401764.1074074	6901508.04814815	1089514.32592593
195	"Anguilla"	"312"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars"	"BFDLD_BP6_USD"	28299445.7925926	34617542.2037037	11443826.7814815	31274994.4296296	9062972.24074074	21328721.7666667
196	"Anguilla"	"312"	"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars"	"BFOLNA_BP6_USD"	39451744.0740741	515627720.37037	157497953.622222	-85646234.4814815	-409241684.437037	-88252526.8518519
197	"Anguilla"	"312"	"Capital Account, Capital Transfers, Credit, US Dollars"	"BKT_CD_BP6_USD"	1385371.02222222	867225.496296296	11330958.2703704	12674074.0740741	0	3611497.57407407
198	"Anguilla"	"312"	"Capital Account, Capital Transfers, Net, US Dollars"	"BKT_BP6_USD"	1385371.02222222	867225.496296296	2071699.01111111	-1244948.39814815	-589250	3533815.87287167
199	"Anguilla"	"312"	"Current Account, Goods and Services, Credit, US Dollars"	"BXGS_BP6_USD"	171506419.385019	171089641.680851	224738106.749786	149571723.164555	209194179.444814	73286293.1387419
200	"Anguilla"	"312"	"Financial Account, Other Investment, Loans, US Dollars"	"BFOLN_BP6_USD"	49596869.1148148	543622973.766667	163359250.874074	-98651157.9148148	-403477299.622222	-82291167.7296296
201	"Anguilla"	"312"	"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars"	"BFPLD_BP6_USD"	90503412.962963	0	0	0	0	0
202	"Anguilla"	"312"	"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars"	"BACK_BP6_USD"	-98202195.3595955	-80628265.7974841	-8395476.87405015	-217275376.739949	-164061423.917842	-81803098.5001663
203	"Anguilla"	"312"	"Supplementary Items, Reserve Assets (with Fund Record), US Dollars"	"BFRAFR_BP6_USD"	859194.43737037	7374480.74074074	20848667.4074074	-10855370.3703704	-6804074.07407407	-5899259.25925926
204	"Anguilla"	"312"	"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars"	"BFPLXF_BP6_USD"	90503412.962963	-1377961.85185185	0	0	0	0
205	"Anguilla"	"312"	"Supplementary Items, Total Current + Capital Account, US Dollars"	"BTCC_BP6_USD"	-98202195.3595955	-80628265.7974841	-8395476.87405004	-217275376.739949	-164061423.917842	-81803098.5001662
206	"Anguilla"	"312"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFDAE_BP6_USD"	16026106.8888889	-375711.739851852	7770235.68518519	-571411.677777774	-57392.0037037037	346385.085185185
207	"Anguilla"	"312"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars"	"BFDAEO_BP6_USD"	16026106.8888889	-375711.739851852	7770235.68518519	-571411.677777774	-57392.0037037037	346385.085185185
208	"Anguilla"	"312"	"Current Account, Goods and Services, Debit, US Dollars"	"BMGS_BP6_USD"	260983456.497843	247092951.896877	237837836.004634	350375397.137367	337427812.839067	187449708.913297
209	"Anguilla"	"312"	"Capital Account, Total, Net, US Dollars"	"BK_BP6_USD"	1385371.02222222	867225.496296296	2071699.01111111	-1244948.39814815	-589250	3533815.87287167
210	"Antigua and Barbuda"	"311"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFPAE_BP6_USD"	-48636.1777777778	-1377079.58888889	-210805.037037037	85121.9666666667	51.8518518518518	0
211	"Antigua and Barbuda"	"311"	"Capital Account, Capital Transfers, Credit, US Dollars"	"BKT_CD_BP6_USD"	46948486.6294511	27730441.4814815	262126976.507407	24293126.6074075	46386985.7703704	39597964.0814815
212	"Antigua and Barbuda"	"311"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars"	"BFDA_BP6_USD"	14075528.7777778	37982582.2788889	11636883.9761667	-1042646.02502499	-11183695.9851852	2385033.50140741
213	"Antigua and Barbuda"	"311"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars"	"BFOLNL_BP6_USD"	10267838.4925926	-35229392.7074074	-2340436.17037037	13960568.5182281	-5518715.1	27796658.2074074
214	"Antigua and Barbuda"	"311"	"Supplementary Items, Total Current + Capital Account, US Dollars"	"BTCC_BP6_USD"	76507264.8036307	-7533564.15032246	-84442756.0640152	-210361116.03597	-89437564.2476366	-191144005.422183
215	"Antigua and Barbuda"	"311"	"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars"	"BACK_BP6_USD"	76507264.80363	-7533564.15032385	-84442756.0640156	-210361116.03597	-89437564.2476374	-191144005.422182
216	"Antigua and Barbuda"	"311"	"Supplementary Items, Reserve Assets (with Fund Record), US Dollars"	"BFRAFR_BP6_USD"	58667850.8394593	-25613767.5957634	-16456524.2581713	15024336.3836668	-49611458.4837015	-57328230.7844823
217	"Antigua and Barbuda"	"311"	"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars"	"BFPLXF_BP6_USD"	10096373.5555556	-1079427.70740741	16853008.1764934	4693025.42256407	19116951.5555556	-10004500.037037
218	"Antigua and Barbuda"	"311"	"Current Account, Goods and Services, Credit, US Dollars"	"BXGS_BP6_USD"	1016366368.49596	1043082266.40851	988693922.478174	1037965892.30921	1194092315.53253	591276100.627633
219	"Antigua and Barbuda"	"311"	"Current Account, Goods and Services, Services, Transport, Credit, US Dollars"	"BXSTR_BP6_USD"	132143366.584483	135178548.489659	124878347.697517	126200355.787711	138100974.123087	35897190.8769504
220	"Antigua and Barbuda"	"311"	"Current Account, Goods and Services, Services, Transport, Debit, US Dollars"	"BMSTR_BP6_USD"	88054699.3679548	90578901.7640985	92929399.6001241	109103861.006469	109918616.180449	61039864.0410156
221	"Antigua and Barbuda"	"311"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars"	"BFOLNLG_L_BP6_USD"	35570798.037037	-12536889.4814815	22258814.7777778	21214099.0997096	-4963441.22222222	27836419.2592593
222	"Antigua and Barbuda"	"311"	"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars"	"BFRAIMFFR_BP6_USD"	0	0	0	0	0	0
223	"Antigua and Barbuda"	"311"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars"	"BFPA_BP6_USD"	40477858.0296296	9996596.15557955	3771006.78794841	88023505.5037037	37895069.1703704	-48475725.1851852
224	"Antigua and Barbuda"	"311"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars"	"BFDAEO_BP6_USD"	22592.5925925926	901481.481481481	12348.1481481481	0	0	0
225	"Antigua and Barbuda"	"311"	"Capital Account, Total, Net, US Dollars"	"BK_BP6_USD"	46948486.6294511	27730441.4814815	33550775.4814814	23301234.5384992	30426560.5681481	40338704.8222222
226	"Antigua and Barbuda"	"311"	"Capital Account, Total, Debit, US Dollars"	"BK_DB_BP6_USD"	0	0	228576201.025926	991892.068908259	17441906.6837037	0
227	"Antigua and Barbuda"	"311"	"Current Account, Goods and Services, Debit, US Dollars"	"BMGS_BP6_USD"	853391541.392848	923580934.551222	970767344.498989	1132905850.88716	1180428569.29921	739746512.562218
228	"Antigua and Barbuda"	"311"	"Capital Account, Capital Transfers, Net, US Dollars"	"BKT_BP6_USD"	46948486.6294511	27730441.4814815	33550775.4814814	23301234.5384992	28945079.0866667	39597964.0814815
229	"Antigua and Barbuda"	"311"	"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars"	"BMIPID_BP6_USD"	71988102.0326811	85031413.5316848	55791718.4284359	70567411.0796248	63677673.1966318	930992.465886685
230	"Antigua and Barbuda"	"311"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars"	"BFDLD_BP6_USD"	-5586065.78488889	-4460179.51960333	6616601.9414267	3439441.8234473	8726714.02611396	14970624.9703704
231	"Antigua and Barbuda"	"311"	"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars"	"BFOLNA_BP6_USD"	-12334747.2222222	-1387849.81481481	-1902538.88888889	39368209.8374059	46072086.0148148	-1903703.7037037
232	"Antigua and Barbuda"	"311"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars"	"BFOLNLO_BP6_USD"	-6475865.8037037	-2226346.96666667	-666657.207407407	1315281.93703704	-555273.877777778	-39761.0518518519
233	"Antigua and Barbuda"	"311"	"Financial Account, Other Investment, Loans, US Dollars"	"BFOLN_BP6_USD"	-22602585.7148148	33841542.8925926	437897.281481481	25407641.3191777	51590801.1148148	-29700361.9111111
234	"Antigua and Barbuda"	"311"	"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars"	"BXIPID_BP6_USD"	666205.814814815	1564507.88888889	146487.148148148	148153.814814815	212169.925925926	213754.544444444
235	"Antigua and Barbuda"	"311"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars"	"BFOLNLG_BP6_USD"	16743704.2962963	-33003045.7407407	-1673778.96296296	12645286.5811911	-4963441.22222222	27836419.2592593
236	"Antigua and Barbuda"	"311"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars"	"BFOLNLO_L_BP6_USD"	-6475865.8037037	-2226346.96666667	-666657.207407407	1315281.93703704	-555273.877777778	-39761.0518518519
237	"Antigua and Barbuda"	"311"	"Capital Account, Total, Credit, US Dollars"	"BK_CD_BP6_USD"	46948486.6294511	27730441.4814815	262126976.507407	24293126.6074075	47868467.2518518	40338704.8222222
238	"Antigua and Barbuda"	"311"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFDAE_BP6_USD"	22592.5925925926	901481.481481481	12348.1481481481	0	0	0
239	"Antigua and Barbuda"	"311"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars"	"BFPAD_BP6_USD"	40526494.2074074	11373675.7444684	3981811.82498544	87938383.537037	37895017.3185185	-48475725.1851852
240	"Antigua and Barbuda"	"311"	"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars"	"BFPLD_BP6_USD"	9942299.48148148	5022363.1	14453908.8148148	3521082.85185185	18635470.0740741	-10004500.037037
241	"Argentina"	"213"	"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars"	"BFPLD_BP6_USD"	290809851.584495	35067916749.8711	38410777801.9117	13598973768.9993	-5089808446.17241	-4432489684.98017
242	"Argentina"	"213"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars"	"BFOLNLG_L_BP6_USD"	332852739.746593	-1031156784.36331	5228672736.01731	-1126131010.16541	-3884984566.92685	1410371493.97615
243	"Argentina"	"213"	"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars"	"BXIPID_BP6_USD"	647416947.388831	699468830.902597	1019494113.35944	1523156077.35738	1301558886.46251	849865323.137275
244	"Argentina"	"213"	"Financial Account, Other Investment, Loans, US Dollars"	"BFOLN_BP6_USD"	-9474698294.54768	3065190373.16706	-7641974415.38717	-41051255759.2076	-11898962920.8498	3942475674.24333
245	"Argentina"	"213"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars"	"BFOLNL_BP6_USD"	9160025407.24904	-2539180609.4047	7738745878.78326	41086275477.7762	11605018405.2664	-3846243885.97165
246	"Argentina"	"213"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars"	"BFOLNLO_BP6_USD"	796594380.096798	-572615821.736209	1751635933.7168	2352016453.17354	-955796131.756238	-3863642062
247	"Argentina"	"213"	"Current Account, Goods and Services, Debit, US Dollars"	"BMGS_BP6_USD"	76622786928.8407	75420138818.6909	89310577213.5266	86821661280.357	66573932488.5402	52342831894.948
248	"Argentina"	"213"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars"	"BFOLNLG_BP6_USD"	332852739.746593	-1031156784.36331	5228672736.01731	27120776763.9879	12347585180.2564	1410371493.97615
249	"Argentina"	"213"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars"	"BFOLNLO_L_BP6_USD"	796594380.096798	-572615821.736209	1003228051.1224	1742413565.11315	-859375172.717001	-3325810268.68688
250	"Argentina"	"213"	"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars"	"BFPLXF_BP6_USD"	529921404.475236	36053133418.8413	41424077775.4187	13090626803.6964	-5004209053.78533	-4550598431.02815
251	"Argentina"	"213"	"Current Account, Goods and Services, Credit, US Dollars"	"BXGS_BP6_USD"	70022565842.9763	71384640574.7552	74168075513.7622	77143165816.1223	79964482529.4226	64437247305.5735
252	"Argentina"	"213"	"Capital Account, Capital Transfers, Net, US Dollars"	"BKT_BP6_USD"	2857877.76846566	293203916.324524	40964866.8958064	24409515.1590018	164643275.336519	100946504.816589
253	"Argentina"	"213"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFPAE_BP6_USD"	-176390040.007803	-978255876.417279	307800440.953282	583913855.810507	391397341.51717	1091657890.80143
254	"Argentina"	"213"	"Supplementary Items, Reserve Assets (with Fund Record), US Dollars"	"BFRAFR_BP6_USD"	-4905102921.02097	14324709800.7109	14532078459.0391	11264436469.3616	-21367303425.5807	-6912917524.90573
255	"Argentina"	"213"	"Capital Account, Total, Net, US Dollars"	"BK_BP6_USD"	51929199.7684657	365814584.737459	173045282.395806	111075518.039001	283947300.397874	164762473.553326
