"","Index","Country","CountryCode","Indicator","IndicatorCode","2015","2016","2017","2018","2019","2020","S.No"
"5204",5204,NA,"813","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",NA,NA,0,0,0,0,197
"5205",5205,"South Africa","199","Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",6257597316.59524,5489237500.21239,6093907764.7544,6489157316.46638,6200769353.07525,3887040608.19387,161
"5206",5206,NA,"199","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",32541381.8622925,27800844.8314771,30920591.773211,31759528.4135691,28533287.8587724,22172666.3774765,197
"5207",5207,NA,"199","Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",19138185.9731857,16438657.7637197,18457584.6618689,17954887.9986459,16899067.3777317,14291378.8454152,197
"5208",5208,NA,"199","Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",32541381.8622925,27800844.8314771,30920591.773211,31759528.4135691,28533287.8587724,22172666.3774765,197
"5209",5209,NA,"199","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",1464478772.92535,7823597884.1887,13296495175.2901,5133329486.40833,10365818046.475,-4511488975.0359,197
"5210",5210,NA,"199","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-1139187033.67997,2900277508.93184,1905127150.55522,801436807.87291,1612606178.884,-3405461650.33258,197
"5211",5211,NA,"199","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",1441735531.45374,636459317.863222,2359203370.0545,1556689898.09578,2607899185.81063,5418480127.52097,197
"5212",5212,NA,"199","Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",43599667.099264,448382702.087517,-44034477.8519015,222867490.232884,106741374.529208,-23947766.9817142,197
"5213",5213,NA,"199","Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",13403195.8891068,11362187.0677574,12463007.1113422,13804640.4149232,11634220.4810407,7881287.5320613,197
"5214",5214,NA,"199","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",5501903153.47788,3382561661.39765,3852910125.3042,5030730846.11675,4468565358.79292,-1322643436.55364,197
"5215",5215,NA,"199","Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",2493631651.3655,2199887097.12558,2345689833.83075,2249653423.13145,2217165210.29523,1369535243.04051,197
"5216",5216,NA,"199","Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-14925048446.1585,-8505556299.24576,-9038539221.23567,-12141971729.7382,-10183511471.2123,6715671872.23461,197
"5217",5217,NA,"199","Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",7065039810.56203,6074587236.26737,5860261928.93931,6871230352.55467,6296866414.4803,3733200826.49785,197
"5218",5218,NA,"199","Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",3321111794.53539,2123718403.80283,2326382897.41786,2736205522.75564,3572091168.73033,3847991377.51906,197
"5219",5219,NA,"199","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",-304426548.582638,-228908316.375237,-184778665.094396,-151798574.584506,-89059696.5255522,1245476412.71314,197
"5220",5220,NA,"199","Capital Account, Total, Net, US Dollars","BK_BP6_USD",19138185.9731857,16438657.7637197,18457584.6618689,17954887.9986459,16899067.3777317,14291378.8454152,197
"5221",5221,NA,"199","Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",96346520856.1961,91482650746.4622,104172007272.968,111372874801.582,105833418675.255,94058828195.2213,197
"5222",5222,NA,"199","Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",100802826496.631,89948758687.3089,99822924052.9297,109386469771.039,103894555725.516,79039249115.5699,197
"5223",5223,NA,"199","Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-5119873296.29929,838577301.145522,-2210491480.93904,-5067455500.06744,5751985091.00889,3149842937.23235,197
"5224",5224,NA,"199","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",5514928846.02681,4490478135.44759,7449223483.92817,4026961507.92188,3140937957.42651,-1935862273.31753,197
"5225",5225,NA,"199","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",-317107997.442531,-6909230627.08754,4421264491.60703,4282409963.42539,-2841659175.89246,-2922585812.99467,197
"5226",5226,NA,"199","Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",-1162492660.69158,1771088120.8427,822625485.511172,496638489.090253,1986312401.87202,6073634007.80553,197
"5227",5227,NA,"199","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",5501903153.47788,3382561661.39765,3852910125.3042,5030730846.11675,4468565358.79292,-1322643436.55364,197
"5228",5228,NA,"199","Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-14925048446.1584,-8505556299.24572,-9038539221.23572,-12141971729.7382,-10183511471.2123,6715671872.2346,197
"5229",5229,NA,"199","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",3557827639.32672,1079411445.15951,6006460971.34162,2238079834.88203,-349610806.670166,-2632681345.65289,197
"5230",5230,NA,"199","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",3957380635.60771,932510819.697175,3033116966.45021,5564093989.1577,-3765672689.13687,2923791070.57318,197
"5231",5231,NA,"199","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",-304426548.582638,-228908316.375237,-184778665.094396,-151798574.584506,-89059696.5255522,5416893345.90531,197
"5232",5232,NA,"199","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",1733715318.92801,2124428495.12749,2716219536.80093,3850010305.24582,-382283857.356262,-362496452.590591,197
"5233",5233,NA,"199","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",-1758843528.89627,-7545689944.95076,2062061121.55254,2725720065.32961,-5449558361.70309,-8341065940.51564,197
"5234",5234,NA,"199","Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",9963591699.55518,9463284761.64688,20884755438.3296,8079041810.16703,6076556620.8874,-9671518574.08069,197
"5235",5235,NA,"199","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",2117457840.26949,1850904159.46306,2324104512.87903,4191788369.17393,3324506693.28784,24862545.3750112,197
"5236",5236,"South Sudan, Rep. of","733","Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",2519330000,1646810000,2374922000,3094570000,3641120000,2344430000,162
"5237",5237,NA,"733","Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",3296280000,2071350000,1916530000,3571720000,3893050000,4245300000,197
"5238",5238,NA,"733","Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-425620000,-134255300,398222000,-162540000,-117830000,-1555630000,197
"5239",5239,NA,"733","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",-1170000,-1970000,41980000,NA,NA,NA,197
"5240",5240,NA,"733","Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",74570000,81410000,116510000,153010000,76120000,161870000,197
"5241",5241,NA,"733","Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",4600000,480000,9740000,10880000,5510000,9120000,197
"5242",5242,NA,"733","Capital Account, Total, Net, US Dollars","BK_BP6_USD",74570000,81410000,116510000,153010000,76120000,161870000,197
"5243",5243,NA,"733","Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",330190000,181477700,295130000,402140000,472190000,300700000,197
"5244",5244,NA,"733","Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",76760000,88920000,117410000,155410000,81960000,165100000,197
"5245",5245,NA,"733","Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",732220000,312960000,285940000,504500000,1001790000,1269480000,197
"5246",5246,NA,"733","Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",4760000,5890000,3050000,32570000,1.9e+07,4110000,197
"5247",5247,NA,"733","Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",2980000,3992400,182350000,20000,250000,NA,197
"5248",5248,NA,"733","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",80000,146800000,-1110000,-3360000,-10000,2650000,197
"5249",5249,NA,"733","Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-425620000,-134255300,398222000,-162540000,-117830000,-1555630000,197
"5250",5250,NA,"733","Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",4680000,-140910000,4160000,35930000,19010000,1460000,197
"5251",5251,NA,"733","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",-1030000,-1970000,41981000,NA,NA,NA,197
"5252",5252,NA,"733","Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",2190000,7510000,9e+05,2400000,5840000,3230000,197
"5253",5253,NA,"733","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",-1170000,NA,41980000,NA,NA,NA,197
"5254",5254,NA,"733","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-179850946.397661,-165080666.554852,56248354.5342227,-28915731.6652531,-2015074371.49581,-1918534713.99529,197
"5255",5255,NA,"733","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",150000,-7850000,NA,NA,-2210000,NA,197
"5256",5256,NA,"733","Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",-40808342.5901062,0,0,0,0,0,197
"5257",5257,NA,"733","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",76760000,88920000,117410000,155410000,81960000,165100000,197
"5258",5258,"Spain","184","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",47008671011.2945,-24703538404.444,43450339602.7188,52888409735.6958,84430671291.5032,3891748939.42486,163
"5259",5259,NA,"184","Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",3144304161.07401,9753580575.78695,10732143994.5267,9484792579.84439,17773566062.8516,1499355720.10465,197
"5260",5260,NA,"184","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",-2670075176.54736,-5500890124.23654,-4062488586.34526,21042060383.4252,-834018932.224024,3373184685.58564,197
"5261",5261,NA,"184","Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",13938094232.9211,14372346050.7516,16462387580.2197,17877860665.9524,18763346311.4987,16636451472.6795,197
"5262",5262,NA,"184","Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",10143937658.4971,9818197067.27132,11289378538.699,12950195075.6593,12546795036.2823,10833498428.4503,197
"5263",5263,NA,"184","Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",15738014602.354,18355912254.785,19068720295.0938,-962158445.457945,20200617223.8094,-12093907699.7652,197
"5264",5264,NA,"184","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-12593710441.28,-8603460914.38265,-8336576300.56711,10446979614.2401,-2428158267.20781,13593263419.8698,197
"5265",5265,NA,"184","Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",31804801455.6717,41970866894.6454,40120756417.8767,33200528222.1886,33952227904.8699,14014555929.5314,197
"5266",5266,NA,"184","Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",365622811004.363,368366072538.348,414215243541.356,460884124894.057,445719192186.034,375086661979.895,197
"5267",5267,NA,"184","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",-3133928944.90261,-2922241315.36655,-2187434561.92837,20954960069.6248,-156745062.040086,2069445371.06324,197
"5268",5268,NA,"184","Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",25633306978.3838,27093584039.0982,32513240063.6156,36483528408.5623,36449618649.8913,28297693563.0267,197
"5269",5269,NA,"184","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",-9922529993.76486,-3101441554.7615,-4274087714.22185,-10596272259.6613,-1594155928.73379,10220078734.2842,197
"5270",5270,NA,"184","Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",31804791455.4732,41969737659.2607,40121931025.569,33200587435.0365,33952170574.5128,14016851488.9304,197
"5271",5271,NA,"184","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",43733293248.4895,44541424963.067,55002326576.7595,34949443703.4889,15257772594.8588,35949342270.2744,197
"5272",5272,NA,"184","Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",77051972926.0484,-23414648704.8,61173244381.7583,38421144012.7743,93127386578.4619,17324376980.7105,197
"5273",5273,NA,"184","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",1144797995.37055,1344760151.31297,3902529245.33847,5326213912.03298,-3615180624.43196,9644715868.18121,197
"5274",5274,NA,"184","Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",35305086611.6309,37151184999.8754,39891840691.3717,46688741104.6978,46035813040.2321,31221900284.0521,197
"5275",5275,NA,"184","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",56337539137.497,56638710208.0647,46141307015.0795,38113795388.4706,34800549363.9334,56943040807.2925,197
"5276",5276,NA,"184","Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",8641991287.54705,3468107548.05583,4165463087.81281,8218256291.89559,6046863613.8257,7086877737.17398,197
"5277",5277,NA,"184","Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",943761439.028726,793645961.416387,903806406.67848,1498055345.54945,1342940625.64933,1115775356.08816,197
"5278",5278,NA,"184","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",54936229693.4423,10824890478.3111,62627334635.2708,18220366698.6813,20691244255.2759,44801375250.7846,197
"5279",5279,NA,"184","Capital Account, Total, Net, US Dollars","BK_BP6_USD",7698229848.51832,2672215722.46695,3261769269.92554,6719009455.86996,4705030094.42637,5969909482.62428,197
"5280",5280,NA,"184","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",89043730309.1109,41580313216.7986,96165213506.5183,67245412131.1722,37054445335.9307,104727436677.242,197
"5281",5281,NA,"184","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",34106374472.8114,30756539367.2754,33537916204.9695,49025045432.4909,16363201080.6548,59924960013.5543,197
"5282",5282,NA,"184","Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",401953725854.835,417759276110.251,461906827976.141,499366966650.98,486632817457.57,393773697758.287,197
"5283",5283,NA,"184","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",5615179588.19461,9272178186.02475,4276331601.89257,2561026728.47736,763524137.244403,-262497183.445269,197
"5284",5284,NA,"184","Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",-647790516.288169,266194276.645754,-122378415.504138,675686271.975564,90225936.1479384,646406173.254064,197
"5285",5285,NA,"184","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",23955031361.9704,NA,37632040714.2923,12616718924.4413,-5406038153.73389,21947820600.8458,197
"5286",5286,NA,"184","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",NA,NA,NA,NA,NA,NA,197
"5287",5287,"Sri Lanka","524","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",22683.5153887069,-5016.10310261143,-85592.0818593837,0,0,0,164
"5288",5288,NA,"524","Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",46298529.11865,25269999.2003041,10930632.995098,14360304.2210472,23110883.153365,28060183.2340348,197
"5289",5289,NA,"524","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",8602266.6401437,136252907.934385,210948041.094338,113838510.090297,-202595072.929868,96268732.4076849,197
"5290",5290,NA,"524","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",469600240.683121,1287050418.72932,1223282710.05733,556953236.204963,-88826311.1079426,169436484.504817,197
"5291",5291,NA,"524","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",22683.5153887069,-5016.10310261143,-85592.0818593837,0,0,0,197
"5292",5292,NA,"524","Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",2104700005.92297,2250146026.99292,2340169948.97299,2486290000,2339250000,1173900007.29825,197
"5293",5293,NA,"524","Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1578650003.96961,1618145687.43972,1687896072.24123,1736540000,1709580000,1059460007.93845,197
"5294",5294,NA,"524","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",469600240.683121,1287050418.72932,1223282710.05733,556953236.204963,-88826311.1079426,169436484.504817,197
"5295",5295,NA,"524","Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",70678529.11865,56409999.2003042,40190632.995098,41610304.2210473,50850883.1533651,51180183.2340347,197
"5296",5296,NA,"524","Capital Account, Total, Net, US Dollars","BK_BP6_USD",46298529.11865,25269999.2003041,10930632.995098,14360304.2210472,23110883.153365,28060183.2340348,197
"5297",5297,NA,"524","Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",24380000,31140000,29260000,27250000,27740000,23120000,197
"5298",5298,NA,"524","Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-1836475554.80679,-1717129716.02863,-2298064990.01187,-2784692761.3295,-1820289340.00745,-1054939023.04158,197
"5299",5299,NA,"524","Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",686444155.28301,992991050.576115,1771493852.18195,129138167.099544,2313081132.68257,-2382892630.09072,197
"5300",5300,NA,"524","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",240747309.114711,187410829.646794,840417850.468714,1151288899.95247,373952479.663087,222742000,197
"5301",5301,NA,"524","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",8602266.6401437,136252907.934385,210948041.094338,113838510.090297,-202595072.929868,96268732.4076849,197
"5302",5302,NA,"524","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",70678529.11865,56409999.2003042,40190632.995098,41610304.2210473,50850883.1533651,51180183.2340347,197
"5303",5303,NA,"524","Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",16943161923.9021,17447855576.3542,19084181007.2571,20263792551.2938,19414322724.1375,13082799672.527,197
"5304",5304,NA,"524","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",354273286.458353,-472107983.11037,2784242547.85479,-1001819983.1682,337278578.630834,-1704205854.3814,197
"5305",5305,NA,"524","Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,0,0,0,0,0,197
"5306",5306,NA,"524","Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",23006476594.0696,23441724090.9929,25401229000.0631,26840586808.6915,24561990205.7571,18271335896.7972,197
"5307",5307,NA,"524","Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",16500000,14532452.3493868,27089441.4510016,22896711.3894555,26308417.6690113,16858417.6690113,197
"5308",5308,NA,"524","Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",787221959.25257,949472251.814025,914611070.770253,783240635.215073,854511573.538142,618872759.801706,197
"5309",5309,NA,"524","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",52987324.454558,234655205.222823,67791375.6868732,58156570.5367092,64787685.2383888,10337685.238389,197
"5310",5310,NA,"524","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",52987324.454558,236808136.800703,71791375.6868732,67856570.5367092,77362783.7483888,14542783.748389,197
"5311",5311,NA,"524","Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-1836475554.80679,-1717129716.02863,-2298064990.01187,-2784692761.32952,-1820289340.00743,-1054939023.04158,197
"5312",5312,NA,"524","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",759174069.765917,793239419.501634,1888721066.88544,1619851575.4662,-245343903.138703,326574706.756201,197
"5313",5313,NA,"524","Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-759174069.765917,-793239419.501634,-1888721066.88544,-1619851575.4662,245343903.138703,-326574706.756201,197
"5314",5314,NA,"524","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",746567256.185491,968622274.334435,1412855195.5218,133539247.625892,2317448884.21353,-2166357072.62528,197
"5315",5315,NA,"524","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",52987324.454558,234655205.222823,54800730.2174648,48262953.5260968,52097685.2383888,7097685.238389,197
"5316",5316,"St. Kitts and Nevis","361","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",765554.074074074,201839.368888889,-1187883.07259259,413703.703703704,1105260.37037037,-1058262.22222222,165
"5317",5317,NA,"361","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",-4935065.2962963,-3031698.2237037,5918811.03851852,28518317.4444444,12253829.4814815,2876397.97037037,197
"5318",5318,NA,"361","Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",49912645.6851852,48586612.2959259,44151210.956,52770092.4017185,69986901.8518519,45952992.5925926,197
"5319",5319,NA,"361","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",765554.074074074,201839.368888889,-1187883.07259259,413703.703703704,1105260.37037037,-1058262.22222222,197
"5320",5320,NA,"361","Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",294118.5,52093.1888888889,43706.5444444444,1460858.24074074,1461046.57407407,994646.685185185,197
"5321",5321,NA,"361","Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",77743758.7289974,70971033.8944807,63000940.9367244,65394630.4656548,37976831.1877452,42112532.9279652,197
"5322",5322,NA,"361","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",49912645.6851852,48586612.2959259,44151210.956,52770092.4017185,69986901.8518519,45952992.5925926,197
"5323",5323,NA,"361","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",-6518865.23074074,-432062.534814815,8226199.98851852,-4505123.46740741,2443532.71481481,-5082560.98148148,197
"5324",5324,NA,"361","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",-4142261.55888889,-2952124.04074073,-2693240.17262963,-1681869.89414815,-52472603.0678093,-790711.435996144,197
"5325",5325,NA,"361","Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",16481398.0415519,17691367.4060008,17200643.0251986,18241624.8557012,20725926.9066292,7211564.80562652,197
"5326",5326,NA,"361","Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",50405966.9306689,52211583.6766133,50898788.6496718,55711328.5447289,55573621.7408933,37160534.7013874,197
"5327",5327,NA,"361","Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-29806562.1058863,-75101065.306317,-67618892.9361537,-24620631.1689131,5901888.20025833,-50337532.7053837,197
"5328",5328,NA,"361","Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",-1395129.87000001,-10995487.4777778,-2510112.26892593,-2361648.3422963,-52246149.2159574,-456095.506366515,197
