"","Index","Country","CountryCode","Indicator","IndicatorCode","2015","2016","2017","2018","2019","2020","S.No"
"3680",3680,NA,"682","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",0,NA,NA,NA,NA,NA,197
"3681",3681,NA,"682","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",NA,NA,NA,NA,NA,NA,197
"3682",3682,NA,"682","Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",0,NA,NA,NA,NA,NA,197
"3683",3683,NA,"682","Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",NA,NA,NA,NA,NA,NA,197
"3684",3684,NA,"682","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",189404059.878716,19082545.5709363,95284726.7381777,72719617.3633431,216365454.266754,409595676.902286,197
"3685",3685,NA,"682","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",NA,NA,NA,NA,NA,NA,197
"3686",3686,NA,"682","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",31238184.1321769,8434839.3762892,10917765.0632484,19358738.9048423,22349359.7147811,72584784.217297,197
"3687",3687,NA,"682","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",NA,NA,NA,NA,NA,NA,197
"3688",3688,NA,"682","Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",0,71769197.7787139,33807926.1197893,5826917.52398144,89550000,83472272.2267421,197
"3689",3689,NA,"682","Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",NA,NA,NA,NA,NA,NA,197
"3690",3690,NA,"682","Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,22469664.8948488,0,162584.75213622,0,0,197
"3691",3691,NA,"682","Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",NA,NA,NA,NA,NA,NA,197
"3692",3692,NA,"682","Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",0,NA,NA,0,NA,0,197
"3693",3693,NA,"682","Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",NA,NA,NA,NA,NA,NA,197
"3694",3694,NA,"682","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",0,NA,NA,NA,NA,NA,197
"3695",3695,NA,"682","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",NA,NA,NA,NA,NA,NA,197
"3696",3696,NA,"682","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",0,NA,NA,NA,NA,NA,197
"3697",3697,NA,"682","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",NA,NA,NA,NA,NA,NA,197
"3698",3698,NA,"682","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",0,NA,NA,NA,NA,NA,197
"3699",3699,NA,"682","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",NA,NA,NA,NA,NA,NA,197
"3700",3700,NA,"682","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",0,NA,NA,-772244223.86581,0,NA,197
"3701",3701,NA,"682","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",NA,NA,NA,NA,NA,NA,197
"3702",3702,NA,"682","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",0,NA,NA,-772244223.86581,0,NA,197
"3703",3703,NA,"682","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",NA,NA,NA,NA,NA,NA,197
"3704",3704,NA,"682","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",0,0,NA,-772244223.86581,0,NA,197
"3705",3705,NA,"682","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",NA,NA,NA,NA,NA,NA,197
"3706",3706,NA,"682","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",0,NA,NA,NA,NA,NA,197
"3707",3707,NA,"682","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",NA,NA,NA,NA,NA,NA,197
"3708",3708,"Mauritius","684","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",702430260.249084,-334850000.479877,4006219514.23478,-591561850.550615,1420353574.1367,851408042.603197,116
"3709",3709,NA,"684","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",-20287188.3791575,-29346828.7385563,-178580348.528187,-97018658.4267297,-107462312.422491,330127501.807194,197
"3710",3710,NA,"684","Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",560858946.264866,-1974512934.65331,-15709171803.2214,-1798259840.57856,-825236981.884566,-1833858972.60172,197
"3711",3711,NA,"684","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",-6435410953.96402,-2415742906.84469,8609636910.40735,6245501832.9418,-4727078795.97615,-3446405707.62903,197
"3712",3712,NA,"684","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",-5732980693.71493,-2750592907.32457,12615856424.6421,5653939982.39118,-3306725221.83945,-2594997665.02584,197
"3713",3713,NA,"684","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",-7427023020.618,-12017220.3824928,4597438283.70985,-334992950.775866,-3652897210.07318,1751402976.45113,197
"3714",3714,NA,"684","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-9058548404.09894,381057021.316434,3720669549.95643,445650469.251941,-3614808977.32341,1232853384.50669,197
"3715",3715,NA,"684","Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",9619407350.36381,-2355569955.96975,-19429841353.1778,-2243910309.8305,2789571995.43885,-3066712357.1084,197
"3716",3716,NA,"684","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",8441541142.24908,-5525518188.16371,-1708531055.71106,9513494265.40458,-4152102075.92238,5072257215.11094,197
"3717",3717,NA,"684","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",10551918495.2121,-6906911901.72183,-2135612941.59031,11891889703.4039,-5190155904.04153,2649420416.05098,197
"3718",3718,NA,"684","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",-20287188.3791575,-29346828.7385563,-178580348.528187,-97018658.4267297,-107462312.422491,330127501.807194,197
"3719",3719,NA,"684","Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",5570103191.72037,6234928982.71618,8994258602.34769,5723763029.86331,6721199322.79921,6188024958.05483,197
"3720",3720,NA,"684","Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",5566095750.67848,6384961087.12548,8347970165.1496,4910924005.67269,6573225972.01231,4947020578.51032,197
"3721",3721,NA,"684","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",554858803.13224,-2345101369.95755,3492055311.46821,-1786495785.28062,-149862858.54496,1031421216.70539,197
"3722",3722,NA,"684","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",8441541142.24908,-5525518188.16371,-1708531055.71106,9513494265.40458,-4152102075.92238,5072257215.11094,197
"3723",3723,NA,"684","Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",5394631907.53723,5201359542.26158,5391592172.41552,5585546049.10134,5258181403.12888,3088435443.91214,197
"3724",3724,NA,"684","Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",6565175361.11645,6459504576.26549,7169469968.61935,7526598153.00294,7364570687.07,5222057913.81137,197
"3725",3725,NA,"684","Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",597340548.182589,574823593.125958,545112069.482309,622318476.84486,610096619.239923,371170767.59691,197
"3726",3726,NA,"684","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",-7427023020.618,-12017220.3824928,4597438283.70985,-334992950.775866,-3652897210.07318,1751402976.45113,197
"3727",3727,NA,"684","Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-416984417.391522,-491351517.361285,-612227401.314077,-561038460.061767,-718495486.112365,-1002712258.07677,197
"3728",3728,NA,"684","Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",341646162.076338,360184504.305979,380629657.304832,416232944.393398,395268720.294681,132511575.256023,197
"3729",3729,NA,"684","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",567347569.589794,739570472.000279,832284285.102652,496578680.654126,939353626.726599,-536694687.9559,197
"3730",3730,NA,"684","Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",-8708994.54290844,-2837796.21228668,-12304202.8211501,542833.025511876,4676502.1697122,13370625.6932896,197
"3731",3731,NA,"684","Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",1971451941.92525,-6126589526.33109,6798476523.34965,-2477673871.00693,268991280.39559,4154518377.40995,197
"3732",3732,NA,"684","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",3011758686.40292,235749431.658165,4593920984.62543,2669617984.84875,-328991678.569219,498509133.681245,197
"3733",3733,NA,"684","Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-416984417.391522,-491351517.361284,-612227401.314077,-561038460.061768,-718495486.112366,-1002712258.07677,197
"3734",3734,NA,"684","Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",NA,NA,NA,5645482.44660517,NA,NA,197
"3735",3735,NA,"684","Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",NA,NA,NA,-5645482.44660517,NA,NA,197
"3736",3736,NA,"684","Capital Account, Total, Net, US Dollars","BK_BP6_USD",NA,NA,NA,-5645482.44660517,NA,NA,197
"3737",3737,NA,"684","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",NA,NA,NA,NA,NA,NA,197
"3738",3738,NA,"684","Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",NA,NA,NA,NA,NA,NA,197
"3739",3739,"Mexico","273","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",556900000,776700000,1121900000,118599999.999999,9.72e+08,1402400000,117
"3740",3740,NA,"273","Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-32423425548,-26015896210,-22055769677,-26202083561,-5878708394,22652023805,197
"3741",3741,NA,"273","Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",12816507769,13183035274,14985263057,15964172401,15361770504,12652453839,197
"3742",3742,NA,"273","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",2550322702,1560153351,10679735297,2512618932,2657870043,13242194330,197
"3743",3743,NA,"273","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",2225992566,3082405968,13033100128,893569138,3411135457,16457817651,197
"3744",3744,NA,"273","Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",419748338,651952118,430665522,754238295,-571357837,-1483582089,197
"3745",3745,NA,"273","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",556900000,776700000,1121900000,118599999.999999,9.72e+08,1402400000,197
"3746",3746,NA,"273","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",-324330136,1522252617,2353364831,-1619049794,753265414,3215623321,197
"3747",3747,NA,"273","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",715877820,-445869303,-1058560169,-2630485008,1477786243,-1993555036,197
"3748",3748,NA,"273","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",933978104,-1787912642,1380310595,960462539,2907347433,175670111,197
"3749",3749,NA,"273","Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-514229766,2439864760,-949645073,-206224244,-3478705270,-1659252200,197
"3750",3750,NA,"273","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-15666594231.753,-137043593.973767,-4769675083.06265,478011107.904143,2640644364.18736,11997247147.8052,197
"3751",3751,NA,"273","Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",-444622200.588089,311154246.943084,-186436539.025298,785997075.746552,287270458.835524,694678959.465188,197
"3752",3752,NA,"273","Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-32423425548,-26015896210,-22055769677,-26202083561,-5878708394.00002,22652023805,197
"3753",3753,NA,"273","Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",206847727,322705559,449846553,236569048,298862899,259754926,197
"3754",3754,NA,"273","Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",308520992,288076918,300311748,301580605,354729368,272779584,197
"3755",3755,NA,"273","Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",439616341565,432088168367,470520306316,517349033878,507592351672,424896468143,197
"3756",3756,NA,"273","Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",413792690403,408400112363,447832264047,490695340432,502463803676,443575160934,197
"3757",3757,NA,"273","Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",3978653000,3770124000,4991088000,5474998000,6576793000,5519830000,197
"3758",3758,NA,"273","Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",18631250675,17567569815,19081553009,23765621927,25398376888,21978916361,197
"3759",3759,NA,"273","Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",19683297770,29679945603,24013134702,9498544304,10487128748,6149104475,197
"3760",3760,NA,"273","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",1881756227,-2496184989,682722918,-1298705008,288626243,1961874964,197
"3761",3761,NA,"273","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",10845435777,17224968698,9192932784,13220395517,-1801735619,8641799556,197
"3762",3762,NA,"273","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",16082026158,20202609461,13692967843,7077363274,10497207847,5962876728,197
"3763",3763,NA,"273","Capital Account, Total, Net, US Dollars","BK_BP6_USD",-101673265,34628641,149534805,-65011557,-55866469,-13024658,197
"3764",3764,NA,"273","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",5789381248,5365554095,2831318418,6088787337,3480581290,1487491956,197
"3765",3765,NA,"273","Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",5413882793,5172346527,5528416852,6049027539,5882840510,4804356648,197
"3766",3766,NA,"273","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",10978381411,7869652040,3084737389,12120865805,5968796734,5578255620,197
"3767",3767,NA,"273","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",7768190248,7188500095,6021878418,10539534337,8720200290,6049318956,197
"3768",3768,"Moldova, Rep. of","921","Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",4479880000,4481400000,5373970000,6390500944.00102,6608154072.75081,5918418905.54723,118
"3769",3769,NA,"921","Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",2488420000,2623300000,3119410000,3452490000,3661990000,3222090000,197
"3770",3770,NA,"921","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",70000,390000,160000,-610000,-210000,240000,197
"3771",3771,NA,"921","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",132580000,53580000,54120000,63820000,67830000,64220000,197
"3772",3772,NA,"921","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",15340000,9130000,10860000,33590000,35420000,-3580000,197
"3773",3773,NA,"921","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",15340000,9130000,10860000,33590000,35420000,-3580000,197
"3774",3774,NA,"921","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",7310000,13330000,10870000,34300000,38820000,5700000,197
"3775",3775,NA,"921","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",58620000,-47560000,83200000,123750000,69050000,-15930000,197
"3776",3776,NA,"921","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-306742612.457541,531166827.619461,531154200.618652,235542823.839146,60449587.0062858,637679397.507075,197
"3777",3777,NA,"921","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",-10000,0,740000,-620000,-19790000,250000,197
"3778",3778,NA,"921","Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",4030000,360000,150000,-1920000,-170000,590000,197
"3779",3779,NA,"921","Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-407970000,-306220000,-619950000,-1247720000,-1171850000,-966288905.547226,197
"3780",3780,NA,"921","Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",305810000,298820000,345810000,400870000,416270000,301070000,197
"3781",3781,NA,"921","Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",77710000,71380000,75460000,99770000,122830000,129890000,197
"3782",3782,NA,"921","Capital Account, Total, Net, US Dollars","BK_BP6_USD",54870000,-17800000,-21340000,-35850000,-54990000,-65670000,197
"3783",3783,NA,"921","Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",-990000,-820000,3440000,-3200000,14280000,31040000,197
"3784",3784,NA,"921","Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,0,0,0,0,0,197
"3785",3785,NA,"921","Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",321900000,351450000,410200000,434170000,403990000,246690000,197
"3786",3786,NA,"921","Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-407970000,-306220000,-576730000,-1247720000,-1160770000,-952568905.547226,197
"3787",3787,NA,"921","Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",54950000,-17770000,-21340000,-35950000,-54970000,-65640000,197
"3788",3788,NA,"921","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",0,0,-860000,2300000,4530000,1200000,197
"3789",3789,NA,"921","Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",132580000,53580000,54120000,63920000,67840000,64220000,197
"3790",3790,NA,"921","Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",8250000,8940000,12330000,12530000,10750000,9150000,197
"3791",3791,NA,"921","Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",220640000,160200000,183350000,248180000,248540000,304220000,197
"3792",3792,NA,"921","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",43560000,46410000,17820000,137440000,137636000,118770000,197
"3793",3793,NA,"921","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",19810000,129510000,126700000,116990000,108316000,483700000,197
"3794",3794,NA,"921","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",-10000,0,-120000,1680000,-15260000,1450000,197
"3795",3795,NA,"921","Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-20800000,-130330000,-123260000,-120190000,-94036000,-452660000,197
"3796",3796,NA,"921","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",98320000,175470000,126390000,29750000,23770000,412380000,197
"3797",3797,NA,"921","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",38010000,32740000,18010000,134710000,139586000,112170000,197
"3798",3798,NA,"921","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",103880000,175700000,126230000,43480000,22530000,186470000,197
"3799",3799,"Mongolia","948","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",34086009.008,623603.0099124,-30168885.5219104,57644217.9000608,5422146.71591843,44469291.5209402,119
"3800",3800,NA,"948","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",28835159.231,12951622.7432457,-26553925.0927389,51176204.8186511,14832577.0921333,43307182.9340277,197
"3801",3801,NA,"948","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",277259151.068,496355955.833508,476772922.114161,94829718.4047725,379731821.943906,-526369047.894487,197
"3802",3802,NA,"948","Capital Account, Total, Net, US Dollars","BK_BP6_USD",115668098.434308,90762135.7426229,77652986.5266623,87564247.4639082,160804820.12981,102836065.151408,197
"3803",3803,NA,"948","Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",5135249417.40351,5604859840.83562,6800649749.07547,7713996346.58459,8415577134.5562,7645582756.2656,197
"3804",3804,NA,"948","Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",5288113438.41645,5605356976.57078,6523045722.45196,8477747003.42326,9249181583.16792,7340259602.76876,197
"3805",3805,NA,"948","Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",115668098.434308,90762135.7426229,77652986.5266623,87564247.4639082,160804820.12981,102836065.151408,197
"3806",3806,NA,"948","Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",116816627.803761,93653873.9010431,81679481.6516587,92196944.0079063,162165296.457283,104729953.642712,197
"3807",3807,NA,"948","Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",1148529.36945372,2891738.15842024,4026495.12499629,4632696.54399812,1360476.32747234,1893888.4913035,197
"3808",3808,NA,"948","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",42603525.1762778,4245646909.66588,-326106181.045759,-380625395.798488,-51793688.2771388,-142129701.498843,197
"3809",3809,NA,"948","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",116816627.803761,93653873.9010431,81679481.6516587,92196944.0079063,162165296.457283,104729953.642712,197
"3810",3810,NA,"948","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",11408525.5310673,14472969.4528,48614239.5670594,27926874.1839936,126973658.202522,25967215.3836045,197
"3811",3811,NA,"948","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",-776289.711864501,-3757516657.08865,666464456.702785,1153018342.4502,1212324528.90935,1037792076.49996,197
"3812",3812,NA,"948","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",188782525.023306,570561659.145934,847548083.745175,463540086.447662,462287085.738,948460068.278889,197
"3813",3813,NA,"948","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",188782525.023306,570561659.145934,847548083.745175,463540086.447662,462287085.738,948460068.278889,197
"3814",3814,NA,"948","Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",238602903.648182,255424978.739915,320152467.776689,381555811.518678,389086115.092162,383983077.939192,197
"3815",3815,NA,"948","Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",344581910.57181,431281665.320034,603716553.060905,809695601.755465,983445307.891695,596121567.689465,197
"3816",3816,NA,"948","Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",1514067.40458874,9666757.02828126,-3781041.85780177,-46362820,-12345160.7562369,-6095974.610535,197
