"X.1","X","Country","Code","Indicator","Icode","X2015","X2016","X2017","X2018","X2019","X2020"
181,848,"Bosnia and Herzegovina",963,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",496275606.1,529619068.7,687093339.2,675591479.4,531018344.9,737820439.7
182,854,"Bosnia and Herzegovina",963,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",293597032.2,397041005.4,82163474.25,285962977.3,181759371.2,860670813.8
183,855,"Bosnia and Herzegovina",963,"Financial_Loans_Total","BFOLN_BP6_USD",-339063250,-439161624,-255679632.2,-152752549.2,-233378782.3,-869565011.6
184,857,"Bosnia and Herzegovina",963,"Current_Account_Credit","BXGS_BP6_USD",5759120183,6149663056,7432685496,8592405564,8198634415,6936343374
185,858,"Bosnia and Herzegovina",963,"Current_Account_Debit","BMGS_BP6_USD",8720639357,8960591907,10372840125,11555954902,11155950547,9725808302
186,859,"Bosnia and Herzegovina",963,"Supplementary_Current_Capital","BTCC_BP6_USD",-619375390,-634384192.2,-678425347.9,-477784115.7,-312173874.3,-446856780
187,862,"Bosnia and Herzegovina",963,"Transport_Services_Credit","BXSTR_BP6_USD",345361222.4,354933546.3,437019696.9,492744560.6,483436370.2,374090008.9
188,863,"Bosnia and Herzegovina",963,"Transport_Services_Debit","BMSTR_BP6_USD",188930788.8,189659719.8,246603626.4,277329805.6,286963970.9,211909691.9
189,876,"Bosnia and Herzegovina",963,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-619375390,-634384192.2,-678425347.9,-477784115.7,-312173874.3,-446856780
190,879,"Botswana",616,"Transport_Services_Credit","BXSTR_BP6_USD",45191279.89,33152576.8,51244915.8,60010137.05,64019344.38,56902325.05
191,880,"Botswana",616,"Transport_Services_Debit","BMSTR_BP6_USD",288141280.7,259306116.5,215189636.5,251279737.8,264046760.5,271633479.6
192,884,"Botswana",616,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-415062027.7,-301363202,-423973361.3,-401480951.1,-1117114780,-1753103647
193,891,"Botswana",616,"Current_Account_Credit","BXGS_BP6_USD",7183707022,8223923925,6904828443,7532334396,6228711669,4703378590
194,892,"Botswana",616,"Current_Account_Debit","BMGS_BP6_USD",8092740291,6915891943,6281640520,7362391277,7695776473,7553975272
195,896,"Botswana",616,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-53371382.32,-240330304.1,-187474188.6,-27184203.74,-128837651.5,-84867440.96
196,897,"Botswana",616,"Financial_Loans_Total","BFOLN_BP6_USD",54262981.43,236387928.6,184778207.2,18050925.22,106024223.7,100124748.2
197,898,"Botswana",616,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",301219213.7,1202538243,899603267.6,66926398.92,-1154933120,-1531276190
198,901,"Botswana",616,"Supplementary_Current_Capital","BTCC_BP6_USD",296750851.9,1185536380,872782080.3,57903827.79,-1157159812,-1531276190
199,911,"Brazil",223,"Supplementary_Current_Capital","BTCC_BP6_USD",-62947726268,-30255604247,-24958038842,-54354265610,-67652469505,-24066679561
200,918,"Brazil",223,"Current_Account_Debit","BMGS_BP6_USD",2.51814e+11,2.09433e+11,2.35561e+11,2.69519e+11,2.70767e+11,2.30508e+11
201,921,"Brazil",223,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-62947726268,-30255604247,-24958038842,-54354265610,-67652469505,-24066679561
202,923,"Brazil",223,"Current_Account_Credit","BXGS_BP6_USD",2.23589e+11,2.17321e+11,2.51258e+11,2.73564e+11,2.58833e+11,2.38221e+11
203,927,"Brazil",223,"Transport_Services_Debit","BMSTR_BP6_USD",12901037613,10608714965,13245362065,14233877959,13611631244,10959718826
204,929,"Brazil",223,"Transport_Services_Credit","BXSTR_BP6_USD",3976839665,4029855509,4569137529,4475254262,4282707220,3997426929
205,931,"Brazil",223,"Financial_Loans_Total","BFOLN_BP6_USD",1461769838,8334204583,9774594054,3928329111,-12965287255,17364732598
206,932,"Brazil",223,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",1568667598,9228397128,5088299795,2937271353,-26055261793,-14215346824
207,940,"Brazil",223,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-2015604525,-7445013333,-10250060170,-4305459797,12114199243,-17475329837
208,942,"Brunei Darussalam",516,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-141807800.8,-119757082.2,215215413,-60653329.54,1318342487,458072515.1
209,943,"Brunei Darussalam",516,"Current_Account_Credit","BXGS_BP6_USD",6773193238,5342041396,6025744290,7040938538,7827700937,6886208832
210,944,"Brunei Darussalam",516,"Transport_Services_Credit","BXSTR_BP6_USD",465952026.6,344885174.9,347339435.3,303302714.1,277883020.7,145094670.1
211,945,"Brunei Darussalam",516,"Supplementary_Current_Capital","BTCC_BP6_USD",2156649812,1469939558,1984437362,939946758,893758524.4,513713114.6
212,948,"Brunei Darussalam",516,"Transport_Services_Debit","BMSTR_BP6_USD",233136514,213494673.8,260281791.2,225835409.7,234384797.2,228032553.1
213,949,"Brunei Darussalam",516,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-33783677.04,170788951.8,-270115436.1,-10363581.15,760590594.9,-445856268
214,951,"Brunei Darussalam",516,"Financial_Loans_Total","BFOLN_BP6_USD",118436273.4,61673387.34,-207097613,129266717.6,-1058755426,-434983014.4
215,952,"Brunei Darussalam",516,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",2156649812,1469939558,1984437362,939946758,893758524.4,513713114.6
216,955,"Brunei Darussalam",516,"Current_Account_Debit","BMGS_BP6_USD",4869795669,4302942619,4320510019,5681696875,6805793042,6382221490
217,967,"Bulgaria",918,"Supplementary_Current_Capital","BTCC_BP6_USD",1433550000,2748580000,2592020000,1261120000,2262190000,978900000
218,968,"Bulgaria",918,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",1433540000,2748590000,2592050000,1261120000,2262200000,978890000
219,976,"Bulgaria",918,"Transport_Services_Credit","BXSTR_BP6_USD",1713260000,1886070000,2055980000,2317500000,2323340000,1702160000
220,978,"Bulgaria",918,"Current_Account_Credit","BXGS_BP6_USD",32475140000,34499550000,39873370000,43521580000,44041210000,39541290000
221,979,"Bulgaria",918,"Current_Account_Debit","BMGS_BP6_USD",32092640000,31934560000,37264480000,41909290000,41842610000,38197380000
222,980,"Bulgaria",918,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",4044961360,3852718059,-88377455.38,1516878422,-631194027.9,6698971241
223,987,"Bulgaria",918,"Transport_Services_Debit","BMSTR_BP6_USD",1236250000,1658430000,2198690000,1548140000,1564030000,1216510000
224,991,"Bulgaria",918,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-1630290000,-324980000,-382140000,-154040000,-552430000,-361230000
225,992,"Bulgaria",918,"Financial_Loans_Total","BFOLN_BP6_USD",1944660000,303300000,241730000,255170000,533910000,740760000
226,998,"Burkina Faso",748,"Current_Account_Credit","BXGS_BP6_USD",2754925191,3272397275,3731165463,4511341340,4467669904,5355646933
227,999,"Burkina Faso",748,"Current_Account_Debit","BMGS_BP6_USD",3772269743,4068434282,4629393892,5166928039,5023151867,4778831228
228,1000,"Burkina Faso",748,"Transport_Services_Credit","BXSTR_BP6_USD",57138585.24,65179942.64,75771098.9,79870884.64,77989658.79,78594598.63
229,1001,"Burkina Faso",748,"Transport_Services_Debit","BMSTR_BP6_USD",537370963.9,581249976.8,639215853.9,704316310,687729008.2,518777465.3
230,1009,"Burkina Faso",748,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-635232694.6,-526861359.5,-598620924.1,-348227947.2,-308905270.5,1110889387
231,1011,"Burkina Faso",748,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",26243452.43,-14848513.95,489606674.5,46818131.9,204963452.5,-120745201
232,1013,"Burkina Faso",748,"Supplementary_Current_Capital","BTCC_BP6_USD",-635232694.6,-526861359.5,-598620924.1,-348227947.2,-308905270.5,1110889387
233,1019,"Burkina Faso",748,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",241813550.9,556854325.4,595717866.4,281033856,526431476.9,537313245.1
234,1020,"Burkina Faso",748,"Financial_Loans_Total","BFOLN_BP6_USD",-327732013.2,-441867227.3,-181759017,-539143342.2,-118842278.8,-703022463.3
235,1055,"Cabo Verde",624,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",36527386.17,90354242.2,-11766263.42,13207909.85,147385842.2,-88147259.35
236,1058,"Cabo Verde",624,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-31580873.68,-51468756.95,-123550389.7,-79347198.84,-9223017.822,-262497998.7
237,1060,"Cabo Verde",624,"Current_Account_Credit","BXGS_BP6_USD",659985468.2,715420297.1,795488589.6,963649656.1,1005347980,423258309
238,1063,"Cabo Verde",624,"Current_Account_Debit","BMGS_BP6_USD",905626464.2,1000481156,1179579877,1330011310,1286655258,1007682517
239,1064,"Cabo Verde",624,"Transport_Services_Credit","BXSTR_BP6_USD",85760369,95579575.34,91867583.35,118464696,156407552.9,61150602.51
240,1065,"Cabo Verde",624,"Transport_Services_Debit","BMSTR_BP6_USD",68202013.41,84456138.66,110781226.7,153227794.2,111717715.4,64888753.75
241,1068,"Cabo Verde",624,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",74627354.9,33022759.61,110255820.7,-8758501.649,62434222.89,114417722.1
242,1071,"Cabo Verde",624,"Financial_Loans_Total","BFOLN_BP6_USD",-84265128.45,-37397016.5,-104668843.5,9167976.111,-57863636.81,-117759461.9
243,1073,"Cabo Verde",624,"Supplementary_Current_Capital","BTCC_BP6_USD",-31580873.68,-51468756.95,-123550389.7,-79347198.84,-9223017.822,-262497998.7
244,1086,"Cambodia",522,"Current_Account_Credit","BXGS_BP6_USD",13291033923,14305832075,15831866523,18413935868,21072422248,20289665278
245,1087,"Cambodia",522,"Current_Account_Debit","BMGS_BP6_USD",15527540570,16549913895,18246676110,21862726323,25515540745,23090657075
246,1088,"Cambodia",522,"Transport_Services_Credit","BXSTR_BP6_USD",419424895.4,456077728.5,562177458.5,687923497.5,786381274.4,281713555
247,1089,"Cambodia",522,"Transport_Services_Debit","BMSTR_BP6_USD",1206903553,1298110488,1441014725,1485920732,1683651418,1285463495
248,1100,"Cambodia",522,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",1605943067,1605066439,1329372255,508209891.4,1821145076,3240731947
249,1101,"Cambodia",522,"Financial_Loans_Total","BFOLN_BP6_USD",-2000202640,-1944777953,-903833765.1,-447608334.5,-1395937293,-3075804115
250,1102,"Cambodia",522,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-1333321354,-1450232417,-1528804472,-2569779487,-2575440458,-622214229.7
251,1103,"Cambodia",522,"Supplementary_Current_Capital","BTCC_BP6_USD",-1333321354,-1450232417,-1528804472,-2569779487,-2575440458,-622214229.7
252,1105,"Cambodia",522,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",830725815,903031198.3,1631036036,1444649756,2667684007,636586299
253,1112,"Cameroon",622,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-1151871660,-938693366.1,-829312377.8,-1250117683,-1431208805,-1438386409
254,1118,"Cameroon",622,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",706645144.5,-1254737385,669699839.2,412873871.9,329075917.5,-86775631.19
255,1126,"Cameroon",622,"Transport_Services_Credit","BXSTR_BP6_USD",464977267.8,484847696.5,591844460.2,665754307.1,673958973.9,591507623
256,1128,"Cameroon",622,"Transport_Services_Debit","BMSTR_BP6_USD",906443498.7,828599938.6,842394081.3,989149832.2,1063598754,787697041.7
257,1160,"Cameroon",622,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",703759755.5,664415889.9,1747048410,1741425818,1354153910,1193018732
258,1162,"Cameroon",622,"Financial_Loans_Total","BFOLN_BP6_USD",-625648987.1,-676053199.5,-1832893117,-1613840057,-1280303167,-1240345933
259,1164,"Cameroon",622,"Supplementary_Current_Capital","BTCC_BP6_USD",-1151871660,-938693366.1,-829312377.8,-1250117683,-1464967866,-1438386409
260,1170,"Cameroon",622,"Current_Account_Credit","BXGS_BP6_USD",6735658333,6247837992,6548600007,7301078164,7730803120,6124444785
261,1172,"Cameroon",622,"Current_Account_Debit","BMGS_BP6_USD",7789426386,7076506879,7271200972,8422507282,9085402179,7212457585
262,1176,"Canada",156,"Transport_Services_Debit","BMSTR_BP6_USD",20637264309,20409928780,22350278854,24715889036,24583339520,17584929044
263,1178,"Canada",156,"Transport_Services_Credit","BXSTR_BP6_USD",12167029079,12339427353,13435074814,13947622115,14006257218,10220879769
264,1185,"Canada",156,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",8480409613,5603378005,856690099.5,-1602695367,147896035.2,1281870376
265,1188,"Canada",156,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-54781074544,-47330428116,-46294297096,-41210252439,-34099385755,-35409043251
266,1191,"Canada",156,"Current_Account_Debit","BMGS_BP6_USD",5.34721e+11,5.17858e+11,5.55102e+11,5.91389e+11,5.89666e+11,5.26936e+11
267,1192,"Canada",156,"Current_Account_Credit","BXGS_BP6_USD",4.96137e+11,4.81616e+11,5.18864e+11,5.57656e+11,5.64128e+11,4.90107e+11
268,1193,"Canada",156,"Supplementary_Current_Capital","BTCC_BP6_USD",-54781074544,-47330428116,-46294297096,-41210252438,-34099385755,-35409043251
269,1196,"Canada",156,"Financial_Loans_Total","BFOLN_BP6_USD",7270226279,-1577072297,-15882391364,-1638054229,7078954275,-16568441414
270,1199,"Canada",156,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",10533776415,8557881255,31182742469,38772937028,43390111921,24341930423
271,1264,"Chile",228,"Current_Account_Credit","BXGS_BP6_USD",70677628062,69369787238,78097748667,84063817032,77254740134,79578821293
272,1270,"Chile",228,"Supplementary_Current_Capital","BTCC_BP6_USD",-5935818035,-6525804283,-7526772516,-13222524613,-13480584398,-4951181915
273,1272,"Chile",228,"Current_Account_Debit","BMGS_BP6_USD",72672748049,69897734609,76217898712,86996723027,82323665832,68134481174
274,1273,"Chile",228,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",225897894.9,1746559379,-2765787364,1436534569,-141131995,-2870186394
275,1274,"Chile",228,"Transport_Services_Debit","BMSTR_BP6_USD",4600582842,4264648712,4700251451,5056474813,4939294731,4408846582
276,1276,"Chile",228,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-1567372077,760880482.9,2516094909,2503961162,2343138712,-1282065681
277,1277,"Chile",228,"Financial_Loans_Total","BFOLN_BP6_USD",864981922.6,-854832235.7,-2681068928,-2713758867,-2899960401,1789328077
278,1281,"Chile",228,"Transport_Services_Credit","BXSTR_BP6_USD",3244984767,3065808213,3318440781,3412869272,3311875996,2536809476
279,1288,"Chile",228,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-5935818035,-6525804283,-7526772516,-13222524613,-13480584398,-4951181915
280,1289,"China, P.R.: Hong Kong",532,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",15328694101,7989629469,34974135744,27645275420,1657822860,30678093030
281,1290,"China, P.R.: Hong Kong",532,"Current_Account_Debit","BMGS_BP6_USD",5.98691e+11,5.92732e+11,6.41127e+11,6.82046e+11,6.39363e+11,6.01528e+11
282,1292,"China, P.R.: Hong Kong",532,"Transport_Services_Credit","BXSTR_BP6_USD",29783735599,28174406478,30462028313,33020808814,31488136719,23960625635
283,1293,"China, P.R.: Hong Kong",532,"Transport_Services_Debit","BMSTR_BP6_USD",17316167245,16927028355,17483831489,18531306906,18337997131,14861145201
284,1294,"China, P.R.: Hong Kong",532,"Financial_Loans_Total","BFOLN_BP6_USD",-18754241551,5526606517,3862192023,-12247406942,30692086501,-23427482293
285,1295,"China, P.R.: Hong Kong",532,"Current_Account_Credit","BXGS_BP6_USD",6.06084e+11,6.0006e+11,6.44556e+11,6.81281e+11,6.4503e+11,6.08192e+11
286,1302,"China, P.R.: Hong Kong",532,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",10236197726,12639943879,15538421104,13313673047,21165975968,24114046821
287,1310,"China, P.R.: Hong Kong",532,"Supplementary_Current_Capital","BTCC_BP6_USD",10236197726,12639815019,15538421104,13313673079,21165848199,24113917839
288,1314,"China, P.R.: Hong Kong",532,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",36381128958,1140411019,32136503635,993352625.6,-1145829405,33920826028
289,1324,"China, P.R.: Macao",546,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",2324635701,442717083.7,193438617.6,-261600884.6,1503317921,2669689134
290,1325,"China, P.R.: Macao",546,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",10507790868,11886052614,15475005515,18229799756,18569205538,3784666222
291,1326,"China, P.R.: Macao",546,"Supplementary_Current_Capital","BTCC_BP6_USD",10507790868,11886052614,15475005515,18229799756,18569205538,3784666222
292,1329,"China, P.R.: Macao",546,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-66328467.44,1907620534,784206267.5,2005427132,1439417389,4311097819
293,1330,"China, P.R.: Macao",546,"Financial_Loans_Total","BFOLN_BP6_USD",5362872609,-3549080739,10947541893,6573098613,4924012580,7305643544
294,1331,"China, P.R.: Macao",546,"Transport_Services_Credit","BXSTR_BP6_USD",579472083.4,588740410.6,583550818.4,685658175.1,672342839,130392957.7
295,1332,"China, P.R.: Macao",546,"Transport_Services_Debit","BMSTR_BP6_USD",484434599.8,431142218.1,431176359.5,468241722.3,453457251.8,307478956.5
296,1337,"China, P.R.: Macao",546,"Current_Account_Credit","BXGS_BP6_USD",35365899484,34542896602,40576244966,45626057701,45556643415,15665312858
297,1338,"China, P.R.: Macao",546,"Current_Account_Debit","BMGS_BP6_USD",18015449473,16019489381,17308727932,18299511193,17593668411,15150903167
298,1341,"China, P.R.: Mainland",924,"Current_Account_Debit","BMGS_BP6_USD",2.00228e+12,1.94219e+12,2.21227e+12,2.5631e+12,2.49915e+12,2.38033e+12
299,1344,"China, P.R.: Mainland",924,"Current_Account_Credit","BXGS_BP6_USD",2.36015e+12,2.19792e+12,2.42928e+12,2.65101e+12,2.631e+12,2.7389e+12
300,1345,"China, P.R.: Mainland",924,"Transport_Services_Debit","BMSTR_BP6_USD",85339751918,80580222814,93269429134,1.09206e+11,1.05154e+11,94680320319
301,1346,"China, P.R.: Mainland",924,"Transport_Services_Credit","BXSTR_BP6_USD",38594332046,33827133238,37291263645,42303792765,46173138302,56689080502
302,1350,"China, P.R.: Mainland",924,"Financial_Loans_Total","BFOLN_BP6_USD",2.14132e+11,1.27628e+11,-6593571840,49714890212,-68502059018,1.5346e+11
303,1352,"China, P.R.: Mainland",924,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",-1.66667e+11,-17361361704,50059569873,32115161027,42539771229,-18269609570
304,1354,"China, P.R.: Mainland",924,"Supplementary_Current_Capital","BTCC_BP6_USD",2.93338e+11,1.90993e+11,1.88585e+11,23562301518,1.02583e+11,2.4876e+11
305,1357,"China, P.R.: Mainland",924,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",2.93338e+11,1.90993e+11,1.88585e+11,23562301518,1.02583e+11,2.4876e+11
306,1362,"China, P.R.: Mainland",924,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",-3.42941e+11,-4.43625e+11,91526172979,18876836385,-19288061008,27983930224
307,1363,"Colombia",233,"Current_Account_Credit","BXGS_BP6_USD",47006535262,42768836037,49321637422,53724018799,51324020019,38223632456
308,1364,"Colombia",233,"Current_Account_Debit","BMGS_BP6_USD",66010916771,56219965346,58083146349,64280210784,65472182464,51328383611
309,1365,"Colombia",233,"Supplementary_Current_Capital","BTCC_BP6_USD",-18702227285,-12586559420,-9924358408,-14040948615,-14809636828,-9266809780
310,1372,"Colombia",233,"Transport_Services_Credit","BXSTR_BP6_USD",1780684001,1796750707,1816514110,1966116364,2052504105,1223674181
311,1373,"Colombia",233,"Transport_Services_Debit","BMSTR_BP6_USD",2927126679,2599421549,2720238108,2983878856,3087972517,2271770040
312,1380,"Colombia",233,"Financial_Loans_Net_Liabilities","BFOLNL_BP6_USD",3654771765,1543739045,-1588869264,8899207337,1890439034,8026248200
313,1381,"Colombia",233,"Financial_Loans_Total","BFOLN_BP6_USD",-3590725806,-2100094211,1682996539,-8869682794,-2058759566,-8068309976
314,1382,"Colombia",233,"Supplementary_Reserve_Assets","BFRAFR_BP6_USD",416749507,171899537.3,535876959,1179096919,3317997972,4311391499
315,1384,"Colombia",233,"Net_Lending_Borrowing_Balance","BACK_BP6_USD",-18702227285,-12586559420,-9924358408,-14040948615,-14809636828,-9266809780
316,1412,"Congo, Dem. Rep. of the",636,"Current_Account_Credit","BXGS_BP6_USD",10458122395,12013350564,11656298361,16081644519,15173187660,13932327297
317,1413,"Congo, Dem. Rep. of the",636,"Current_Account_Debit","BMGS_BP6_USD",12766251556,14238170498,13062675383,17774432914,16891705449,14556667223
